#geography dictionary extracted from Bharatvani site by Prashant. Formatted by Roja (03-10-2019)
#Changes:: 1) Separated single word and multi words into separate dictionaries
#          2) English words are converted to lower case
#          3) Added category as 'noun' by default
#	   4) Removed information present in  ( ) Ex: Ababdeh abEbade (janajAwi)
		to	ababdeh_noun    abEbade
#################################################################################
ababdeh_noun	abEbade
stereophotometer_noun	wrivima_prakASamApI
stereoplanigraph_noun	stIriyoplEnIgrAPZa
stereoplotter_noun	stIriyo_AleKiwra/stIriyoploYtara
stereoplotting_noun	wrivima_AleKana
stereoscope_noun	wrivimaxarSI/stIriyoskopa
stereoscopic_noun	wrivimI
stereotyper_noun	stIriyotAipara
stereotyping_noun	stIriyotAipiMga
sterile_noun	nirjarma/rogANurahiwa/anurvara/baMXya
sterilise_noun	anurvara_karanA
stiff_noun	kadZA/xurnamya/xqDZa/saMxqDZa
still_noun	BaBakA/Asowra_acala_/acala_xqSya
stillstand_noun	acara/acala
stipple_noun	binxuciwraNa/stipala
stochastic_noun	prasaMBAvyawA
stock_noun	skaMXa/sAmAna/stoYka/praBava/paSuXana
stockade_noun	kARTa_Biwwi/kARTa_GerA
stockyard_noun	paSu_prAMgaNa/stoYka_yArda
stone_noun	praswara/pARANa/aSma/aRti/guTalI/xqDZakoSikA/aRtixoRa/aSmarI
stone-macehead_noun	praswara_gaxASIrRa
stony_noun	aRTila/guTalIxAra/paWarIlA/ASmika
stopway_noun	virAma_paWa
storage_noun	saMcayana/BaNdAraNa
storm_noun	JaMJAvAwa/wUPAna/prakRoBa
stoss_noun	aBipavana
stoss-side_noun	aBipavana_pArSva
stove_noun	stova
straate_noun	strAte/xroNikA
straggling_noun	vicaraNa
strain_noun	viwawi/wanAva/vikqwi/viBexa_praBexa/CananA
strait_noun	jala_saMyogI/jaladamarUmaXya
strand_noun	saMpUla/rajjuka/strAnda/wanwu_gucCa/prapaWa/wAra/ladZa
strandesant_noun	rajistrAra_kAryAlaya/strAMdasAMta
strandlooper_noun	sterEMdalUpara
strassendorf_noun	sterEsenadoYrPa
strategy_noun	yukwi
strath_noun	strEWa
stratification_noun	swaraNa/swaravinyAsa
stratified_noun	swariwa
stratiform_noun	swarImeGa
stratify_noun	swariwa_honA
stratigraphic_noun	swarika
strato-volcano_noun	swariwa_jvAlAmuKI
stratocumulus_noun	swarIkapAsI
stratopause_noun	samawApa_sImA
stratosphere_noun	samawApamaMdala/strEtosPZiyara
straw-crop_noun	wqNa-sasya
straw-hat_noun	wqNa_topa
streak_noun	varNa_reKA/kasa/nikaRa_reKA
streaking_noun	reKaNa/XArI_padZanA/reKAMkana
streaky_noun	XArIxAra
stream_noun	sariwA/XArA/nAlA
stream-line_noun	pravAha-reKA/XArA-reKA
streamer_noun	jyowikewu
streaming_noun	aBisrAvaNa/XArA_XAvana/pravAhI
streamlet_noun	laGusariwA
streamway_noun	sariwA_mArga
street_noun	sadZaka/strIta
strength_noun	sAmarWya/prabalawA/wIvrawA/sAMxrawA_/sakriyawA
strengthening_noun	prabalana
strepyan_noun	strepiyAna
stress_noun	prawibala
stretching_noun	wanana
striae_noun	reKAez/XAriyAz/KaroMca/reKAMkana
striation_noun	reKA/XArI/reKAMkana
stride_noun	xruwagawi
stringency_noun	aBAvagraswawA
strip_noun	pattI/stripa/CIlana/vipattana/nagnana/nirlepana
stripping_noun	apaKaNdana/nirlepana/vipattana/CIlana/nagnana
stromatology_noun	swariwa_SElikI
stromatoporoid_noun	stromEtoporoYyada
strombolian_noun	strAmabolIya
strome_noun	pITikA
strong_noun	prabala/gaharA/weja/sAMxra
stronghold_noun	gaDZa
structural_noun	saMracanAwmaka
structuralism_noun	saMracanAvAxa/saMracanAwmakawA
structure_noun	saMracanA/banAvata
struga_noun	strUgA
strychnine_noun	striknIna
stub_noun	sWUNa/TUzTa
stubble_noun	TUzTa
stucco_noun	gaca_/stako
stump_noun	TUzTa
sturgeon_noun	starjiyana
sty_noun	stAI/KadZA_DAla
sub-outcrop_noun	upaxqSyAMSa
sub-surface_noun	aXaHswala
subaerial_noun	BUpqRTIya
subaqueous_noun	aXojalIya
subcapital_noun	uparAjaXAnI
subchord_noun	upajIvA
subcycle_noun	upacakra
subcylindric_noun	upabelanAkAra
subcylindrical_noun	upabelanAkAra
subdelta_noun	upadeltA
subgeostophic_noun	upa_BUvikRepI
subglacial_noun	aXohimAnI
subgraywacke_noun	upagreveka
subhumid_noun	alpArxra
subjacent_noun	aXolagna
subjective_noun	vyakwiniRTa
subjegation_noun	aXInIkaraNa/aXInawA
subjudice_noun	nyAyAXIna
sublilmate_noun	UrXvapAwaja_UrXvapAwana_karanA
sublimation_noun	urXvapAwana
sublittoral_noun	upavelAMcalI
submarine_noun	aMwaH_samuxrI/aMwaH_sAgarI/panadubbI
submergence_noun	nimajjana
subnormal_noun	aXolaMba_avasAmAnya
subparallel_noun	avasamAMwara
subpolar_noun	aXoXruvIya
subsequent_noun	paravarwI
subsidence_noun	avawalana
subsidiary_noun	gONa/sahAyaka
subsoil_noun	avamqxA
subsun_noun	upasUrya
subterminal_noun	upAMwima/upAMwasWa
subterrane_noun	aMwaH_BUmika_SEla
subterranean_noun	aMwaH_BUmika/BUmigawa
subtopia_noun	sabatopiyA/upAxarSa_nagara
subtown_noun	upanagara
subtribe_noun	upajanajAwi/avopakula
subtropical_noun	upoRNa
subtropics_noun	upoRNa_katibaMXa
suburban_noun	nagaropAnwIya/nagaropAnwa/upanagarIya
suburbanite_noun	nagaropAnwika
suburbanization_noun	nagaropAnwIkaraNa
suburbia_noun	nagaropAnwa_samUha
subvolcano_noun	upajvAlAmuKIya
successor_noun	paravarwI
sudd_noun	sada
sufficiency_noun	paryApwawA
suffione_noun	vARpa-ranXra
sugarcane_noun	gannA/IKa
sukhovei_noun	sUKAvI
sumatra_noun	sumAwrA
sumjmit_noun	SiKara
summer_noun	grIRma_kAla/garmI_kA_mOsama/garamI
sump_noun	kuMda/sampa/nigarwa
sun_noun	sUrya
sundog_noun	sUryABAsa
sunrise_noun	sUryoxaya
sunset_noun	sUryAswa
sunshine_noun	XUpa
sunspot_noun	sUrya_XabbA/sUrya_kalaMka
sunstone_noun	sUryakAMwa
sunstroke_noun	AwapAGAwa/URmA_GAwa
super-structure_noun	aXiracanA
superadiabatic_noun	awirUxXoRma
supercell_noun	mahAkoRTikA
supercooling_noun	awiSIwalana
superficial_noun	pqRTIya/sawahI
superfluous_noun	apekRAXika
supergeostrophic_noun	awiBUvikRepI
superimposed_noun	aXyAropiwa
superimposing_noun	aXyAropaNa
superincumbent_noun	uparivarwI
supernantant_noun	aXiplavI
superpose_noun	aXyAropaNa_karanA
superposition_noun	aXyAropaNa
supersaturation_noun	awisaMwqpwi
supersesion_noun	aXilaMGana
supervision_noun	wakanIkI_paryavekRaNa/wakanIkI_xeKareKa
supplementary_noun	saMpUraka
supply_noun	praxAya/pUrwI/saMBaraNa
supracrustal_noun	aXiparpatIya
supravolcano_noun	uparijvAlAmuKI
surazo_noun	surAjo
surf_noun	Penila_waraMga/JAga
surface_noun	pqRTa/sawaha/XarAwala/bahiswala/bAlumAriwa_pqRTa
surge_noun	mahormi/prowkarRa
surprint_noun	aXi-muxraNa
surprinted_noun	aXimuxriwa
surprinting_noun	aXimuxraNa
survey_noun	sarvekRaNa/sarvekRaNa_karanA
surveying_noun	sarvekRaNa
surveyor_noun	sarvekRaka
survivor_noun	uwwarajIvI
survivorship_noun	uwwarajIviwA
suspension_noun	alambana/nilaMbana
sustenance_noun	nirvAha
swahili_noun	svAhilI
swale_noun	svela
swallet_noun	svAlita/BUmigawa_srowa
swamp_noun	anUpa
sward_noun	svArda
swarthy_noun	sAMvalA
swash_noun	uxXAvana
swashway_noun	uxXAvana_mArga
sway_noun	praBUwva
sweep_noun	prasarpa/mArjana
swell_noun	mahAwaraMga/sPIwi
swine_noun	SUkara
swing_noun	praxola/dola
swirl_noun	BaMvara
swissair_noun	svisaEyara
sycamore_noun	gUlara
symbol_noun	prawIka
symbolic_noun	prawIkAwmaka
symbolism_noun	prawIka_prayoga
symbolization_noun	prawIkana
symmetric_noun	samamiwa
symmetrical_noun	samamiwa/samAkAra
symmetrically_noun	samamiwawaH
sympiesometer_noun	simpIjomItara
synchronisation_noun	samakAlana/wulyakAlana
synchronise_noun	samakAlika_honA
synchronised_noun	samakramaNa/samakAlana
synchronous_noun	wulyakAlika/wulyakAlI
synclilnal_noun	aBinawika/aBinawa
syncline_noun	aBinawi
synclinorium_noun	samaBinawi
synecology_noun	saMpArisWiwikI
synodical_noun	saMyuwa
synopsis_noun	sArAMSa/rUpareKA/saMkRepa/sArasaMgraha
synoptic_noun	sinoYptika/sArarUpa/sAmayika
syntaxial_noun	akRasaMGIya
synthesis_noun	saMSleRaNa
synthetic_noun	saMSliRta/sAMSleRika/kqwrima
system_noun	nikAya/praNAlI/paxXawi/samUha/samuxAya/waMwra
systematic_noun	kramabaxXa/vyavasWiwa/vargIkaraNI/vargIkaraNa
syzygy_noun	yuwi-viyuwi_biMxu
séance_noun	AwmA_AhvAna_bETaka
tab_noun	tEba
tabernacle_noun	derA
tabetisol_noun	tEbEtisoYla
tabki_noun	tEbakI
table_noun	sAraNI/tebala/paTAra/maMca/patala/meja
tableland_noun	paTAra
tablemount_noun	samuxragiri_maMja
tabling_noun	patalana/maMcana/sAraNIyana
taboleiro_noun	tEbolIro
tabula_noun	tebulA
tabular_noun	sAraNIbaxXa/sapAta
tabulate_noun	sAraNIbaxXa_karanA
tabulated_noun	sAraNIbaxXa
tabulation_noun	sAraNIyana
tachometer_noun	GUrNavegamApI/tEkomItara
tachyseism_noun	xruwa_BUkampa
taciturn_noun	alpaBARI
tafelberg_noun	tEPelabarga
tafelkop_noun	tePelakoYpa
taffrail_noun	waParela
tafoni_noun	tEPonI
tafrogenesis_noun	tEProjinesisa
tag_noun	tEga
tahitian_noun	wAhIwIjana
taiga_noun	tEgA
tail_noun	pucCa/pUzCa
tail-dune_noun	pucCa_tibbA
take-off_noun	upariwaraNa_/uwprasWAna
takhtrawan_noun	waKwAvAna
takyr_noun	wAkira
tala_noun	tAlA/besina
talapoin_noun	tElApoina/bOxXa_BikRu
talc_noun	tElka
talik_noun	ahimIBUwa_swara/tAlika
tally_noun	tElI/anumelaka/milAna
talus_noun	pAxamalavA/tElasa/SElamalavA/GutikAsWi
talus-conelake_noun	pAxamalavA_SaMku_JIla/SElamalavA_SaMku_JIla
talweg_noun	tElavega/GAtI_reKA
talwing_noun	UrXvAhI_GAtIvAwa/tAlaviMda
tamarisk_noun	tEmeriska/JAU
tangent_noun	sparSa_reKA/sparSI/sparSajyA/tEnjEMta
tangentaial_noun	sparSIya/sparSareKIya
tangential_noun	sparSa_reKIya
tank_noun	tEMka/wAlAba/taMkI
tannery_noun	carmasaMskAra_SAlA/carma_pariRkAra_SAlA/carmasaMskaraNI
tannin_noun	tEnina
tanning_noun	carma_saMskaraNa/camadZA_kamAnA
tantalum_noun	tentelama
taoism_noun	wAovAxa
tapa_noun	tApA/CAlavaswra
tapacloth_noun	CAlavaswra
tape_noun	PIwA/tepa
taphonomic_noun	jEvasAxikIya
taphonomy_noun	jEvasAxikI
taphrogenesis_noun	BraMSajanana
taphrogeny_noun	BraMSajanana
taphrogeosyncline_noun	pariBraMSIBUaBinawi
taping_noun	PIwAmApana
tapiro_noun	tApIro
tapping_noun	WapakanA/KataKatAnA/aMSa_niRkAsana
tar-macadam_noun	wArakolI_rodZI
target_noun	lakRya/tArgeta
tariff_noun	tEriPa/praSulka
tarn_noun	tArna/giriwAla
taro_noun	toro/kacAlU
tarpaulin_noun	wirapAla
taung_noun	tOMga
tavern_noun	maXuSAlA
tawny_noun	kapiSa/baBrupIwABa
taxiway_noun	tEksIve
taxodont_noun	bahuxaMwI/tEksodoYnta
taxodonta_noun	tEksodoYntA
taxonomist_noun	vargikIvijFa
taxonomy_noun	vargikI/vargikaraNa_vijFAna
tea_noun	cAya
teak_noun	sAgOna/tIka
technical_noun	wakanIkI/prAviXika
technique_noun	wakanIka/praviXi
technology_noun	prOxyogikI
tectogene_noun	vivarwanajana
tectogenesis_noun	vivarwanajanana
tectomorphic_noun	mEgmArUpAMwarI
tectonic_noun	vivarwanika
tectonics_noun	vivarwanikI
tectonism_noun	vivarwanikawA
tectonite_noun	tektonAita
tectonosphere_noun	vivarwana_maMdala
tectorium_noun	tektoriyama
tectosequent_noun	vivarwana_anuvarwI
tegal_noun	tegala
tegelen_noun	tegelena
tektite_noun	tektAita
tele_noun	teli
telecamera_noun	telikEmarA
telecasting_noun	telivijana_prasAraNa
telecommand_noun	xUrAxeSa
telecommunication_noun	xUrasaMcAra
teleconnection_noun	xUrasaMyojana/xUrasaMbaMXana
telegraphy_noun	wAra_saMcAra/telIgrAPI
telemeter_noun	xUramApI
telemetering_noun	xUra_mApana
telemetry_noun	xUramiwi
telenget_noun	telengeta
teleological_noun	uxxeSyavAxI
teleology_noun	tIliyoloYjI/uxxeSyavAxa
telephone_noun	telIPona/xUraBARa
telephony_noun	telIPonI
telephotography_noun	xUraciwrI_PZotogrAPI
teleprinter_noun	telIpriMtara/wAraleKI
teleprocessing_noun	xUra-saMsAXana
telescope_noun	xUrabIna/xUraxarSaka/telIskopa
teleseised_noun	xUraxarSanI_prasAriwa/telIvijiwa
teleseism_noun	xUra_BUkaMpa
teletype_noun	xUrataMkaNa/telitAipa
telex_noun	teleksa
teller_noun	gaNaka
telluriferous_noun	telyUriyamaXArI
tellurite_noun	tElyUrAita
tellurometer_noun	teluromItara
temperate_noun	SIwoRNa
temperature_noun	wApa/wApamAna
tempest_noun	wUPAna/JaMJA
tempestuous_noun	JaMJAvAwa/pracaNda
template_noun	ParmA/tempaleta
temporal_noun	kAlika
temporale_noun	temporela
temporary_noun	asWAyI/alpakAlika/alpasWAyI
tenacity_noun	lagiRNuwA
tenant_noun	kASwakAra
tendency_noun	pravqwwi
tenorite_noun	tEnorAita
tensile_noun	wanana
tensimeter_noun	vARpaxAbamApI
tension_noun	wanAva
tensor_noun	praxiSa/tensara
tent-pole_noun	tentapola/SiviraxaNda
tentacle_noun	sparSaka/tentekala
teocalli_noun	tIoYkElI
tephigram_noun	tePIgrAma
tephra_noun	tePrA
tephrite_noun	tePrAita
tephrochronology_noun	teProkAlAnukrama
ter-mensual_noun	wrEmAsika
teras_noun	terasa/kqwrima_kataka
terbium_noun	tarbiama
terce_noun	pUrvAhnikA
terephthalate_noun	terePWeleta
terminal_noun	sirA/tarminala/aMwasWa/aMwima
terminator_noun	xIpwi-sImAMwa
terminology_noun	SabxAvalI
terminus_noun	tarminasa
ternary_noun	wriaMgI/wriAXArI
terp_noun	tarpa/tIlA
terpitzite_noun	tarpitjZAita
terraacing_noun	vexikAkaraNa
terrace_noun	vexikA
terraced_noun	vexikAyukwa/vexIkAyiwa
terracette_noun	laGuvexikA_/meRapaWa
terracotta_noun	terAkotA
terrain_noun	BUBAga/SEla_praxeSa
terrain-type_noun	map_BUBAga_prakAra_mAnaciwra
terral_noun	terAla
terramara_noun	terAmArA
terreplein_noun	mqxAwatabaMXa
terrestrial_noun	sWalIya/pArWiva/BOmika
terrigenous_noun	sWalajAwa
territorial_noun	prAxeSika
territoriality_noun	prAxeSikawA
territory_noun	praxeSa/kRewra
tertiary_noun	wqwIyaka/wqwIya/wqwIyakalpI
teschemacherite_noun	tESemEkerAita
teschenite_noun	teSenAita
teschenitic_noun	teSenAitI
tessera_noun	golIya_Ayawa
test_noun	parIkRaNa/paraKa
tetartohedral_noun	cawurWASaPalakIya
tethys_noun	teWisa
tetmosol_noun	tetamosAla
tetonius_noun	tetoniyasa
tetracoral_noun	cawuRpravAla
tetrahedral_noun	cawuRPalakIya
tetrapod_noun	cawuRpAxa
texel_noun	teksela
texture_noun	banAvata/bunAvata/saMvyUwi/gaTana
thalassic_noun	samuxrI/sAgarI
thalassocraton_noun	cirasamuxrakretoYna/cirasAgarakretoYna
thalassography_noun	samuxravijFAna/sAgarikI
thalassostatic_noun	samuxra_sWirawalIya_kAla
thalattocratic_noun	awisamuxrI
thallite_noun	WElAita
thaw_noun	hima_xravaNa/hima_kRaraNa
thawing_noun	himaxravaNa
theatre_noun	aBiyanaSAlA
theocratic_noun	XarmaSAsiwa
theodolite_noun	WiyodolAita
theogony_noun	xevowpawwi
theorem_noun	prameya
theoretical_noun	sExXAMwika
theory_noun	sixXAMwa/vAxa
theralite_noun	WerAlAita
theralitic_noun	WerAlAitI
thermal_noun	URmIya/wApIya/wApika
thermals_noun	wApIya_waraMgeM
thermistor_noun	Warmistara/URma_prawiroXaka/wApI_prawiroXaka
thermo-hygrograph_noun	wApa_ArxrawAleKI_yaMwra
thermo-remnant_noun	wApAvaSiRta/URmAvaSiRta
thermocline_noun	wApa_pravaNawA/wApa_pravaNaswara
thermodynamic_noun	wApagawikIya/URmAgawika
thermodynamics_noun	wApagawi_vijFAna/wApagawikI/URmAgawikI
thermogram_noun	wApa_AleKa
thermograph_noun	wApaleKI
thermohaline_noun	WarmohElAina
thermokarst_noun	WarmokArsta
thermometer_noun	wApamApI
thermopile_noun	wApa_vExyuwa_puMja
thermopleion_noun	WarmoplAIoYna
thermosphere_noun	wApamaMdala/WarmosPIyara/bAhya_vAyumaMdala
thermostat_noun	wApasWAyI
thick-spike_noun	WikaspAika
thickened_noun	sWUla
thicket_noun	nikuMja/Juramuta
thickness_noun	motAI/sWUlawA
thinly_noun	virala/nyUna/wanu
tholoid_noun	WoloYyada
thorn_noun	kaMtaka/kAztA
thrall_noun	xAsa/xAsawA
threshold_noun	praBAva_sImA/xehalI
throughput_noun	saMxeSa_pravAha
throw_noun	prakRepa/pAwa
thrust_noun	praNoxa/kRepa
thrusting_noun	kRepaNa
thrustmeter_noun	praNoxa_mApI
thuga_noun	WUjA
thulite_noun	WUlAita
thunder_noun	meGa_garjana/garaja
thunderbolt_noun	Wandarabolta
thunderhead_noun	wadZiw_JaMJA
thunderheads_noun	wadZiwaJaMJA
thurible_noun	XUpaxAna
thyretrons_noun	WAiretroYna
tiara_noun	tiArA/wrimukita
tidal_noun	jvArIya
tide_noun	jvAra/jvAra_BAtA
tide-gauge_noun	jvAra-BAtA_prAmApI/jvAra-BAtA_geja
tide-rip_noun	jvAra_UrmikA
tideway_noun	jvAra-praNAla
tiem-transgressive_noun	kAlAwikrAmI
tier_noun	sopAna
ties_noun	yojaka_reKA
tile_noun	KaparEla
till_noun	golASmI_mqwwikA/tila
tillage_noun	karRaNa/jowa/juwAI
tilling_noun	jowanA/prareKana
tillite_noun	tilAita
tilloid_noun	tiloYyada
tilt_noun	JukAva/nawi
tilted_noun	nawa
tilth_noun	juwAI/jowIBUmi
tiltmeter_noun	tiltamapI
time_noun	samaya/kAla/avaXi
time-scale_noun	samaya_mApakrama
time-sequence_noun	samaya-anukrama
timer_noun	kAlaxa/kAlamApiwra/samaya_niyaMwraka/tAimara
timing_noun	kAla_mApana/kAla_samaMjana
timothy_noun	GAsa-cArA/timoYWI
tin_noun	tina/vaMga_/kalaI_karanA
tinaja_noun	tinAyA
tinajita_noun	tinAyiwA
tind_noun	tiMda
tinguaite_noun	tiMguAita
tinguaitic_noun	tiMguAitI
tinker_noun	kalaIgara/JalAIgara
tint_noun	ABA
tinting_noun	ABAyana/ABAkaraNa
tip-heap_noun	kabAdZa_puMja
tipi_noun	tIpI
tirr_noun	tira
tirs_noun	tarsa
tissue_noun	Uwaka/tiSu
titaniferous_noun	tAiteniyAmayukwa
tithe_noun	xaSAMSa
tivano_noun	wivEno
toala_noun	woAlA
toboggan_noun	tobogana/himayAna
tobogganing_noun	tobogEnana/himayAna_yAwrA
toft_noun	toYPta/vAsaBUmi/GaroMxA
toga_noun	togA/cogA
toggle_noun	toYgala/gillI
toich_noun	toYika
tolerance_noun	sahyawA/sahana
toll_noun	tOla/paWakara
tomahawk_noun	tomAhAka
tomb_noun	makZabarA
tombolo_noun	sayojI_Biwwi/tomabolo
tombstone_noun	samAXiprasawra
tomography_noun	toYmogrAPI
tomopteris_noun	tomoYpterisa
ton-kilometer_noun	tana_kilomItara
tongon_noun	toMgana
top_noun	lattU/Brami/cUdZA/SIrRa
topical_noun	sAmayika
topo-map_noun	sWalAkqwi_mAnaciwra
topoclimatology_noun	sWala-jalavAyuvijFAna
topocratography_noun	sWalamAnaciwrakalA
topogenous_noun	WalagarwajAwa
topographic_noun	sWalAkqwika
topographical_noun	sWalAkqwika
topography_noun	sWalAkqwi
toponymics_noun	sWAna-nAma_vixyA
toponymy_noun	sWAna-nAma_vixyA
topophilia_noun	sWAna-rAgiwA
toposequence_noun	sWala-anukrama/_mqxA-anukrama
topsoil_noun	uparimqxA
tor_noun	toYra/pahAdZI
tornado_noun	toYranedo
torrent_noun	vega_XArA
torridonian_noun	toYridoniyana
torticone_noun	vyAvarwiwa_SaMku
totemic_noun	totemI
totemism_noun	totemavAxa
touche_noun	tUSe
tough_noun	cImadZa
tourelle_noun	laGumInAra/tUrela
tourism_noun	paryatana
towboat_noun	karRI_nOkA
tower_noun	toYvara/mInAra
town_noun	nagara/tAuna
town-centre_noun	nagara_kenxra
townfolk_noun	nagara_vAsI
townhood_noun	nagarawA
townlet_noun	kasbA
townscape_noun	nagaraxqSya
township_noun	nagaraka
towyn_noun	tovAina
trace_noun	anureKa/anureKaNa/saMCexa/anureKaNa_karanA/paWareKa/tresa/leSa/anupaWa
tracer_noun	anureKaka/anujFApaka
tracery_noun	tresarI/nakkASI
trachyte_noun	trEkAita/rUkRaka
tracing_noun	anureKaNa/aksa_aMkana
track_noun	paWa/mArga
tracking_noun	anuvarwana/anugAmI/trekiMga
tract_noun	kRewra/BUKaMda/praxeSa
traction_noun	karRaNa
trade_noun	vyApAra
trade-centre_noun	vyApAra-kenxra
trader_noun	vyApArI
trades_noun	vyApArika_havAez
traditional_noun	paraMparAgawa
traffic_noun	yAwAyAwa
trafficability_noun	yAwAyAwawA
trail_noun	paWa_cihna/lIka
trailor_noun	trelara/anuyAna
trailor-camp_noun	trelara-kEmpa
train_noun	paMkwi/SreNI/trena
trajectory_noun	prakRepa-paWa/prapaWa/saMCexI
tramontana_noun	trEmoYntenA
tramway_noun	trAmave
trans-equatorial_noun	pAraviRuvawIya
trans-himalaya_noun	pAra_himAlaya
trans-pacific_noun	pAra-praSAMwa
transducer_noun	trAMsadyUsara
transfer_noun	sWAnAMwaraNa/aMwaraNa
transferability_noun	sWAnAMwaraNIyawA
transference_noun	sWAnAMwaraNa/aBigamana
transfluence_noun	pArapravAha
transform_noun	rUpAMwara
transformation_noun	rUpAMwaraNa/pariNamana
transformationist_noun	rUpAMwaravAxI
transformer_noun	trAMsaPoYrmara/pariNAmiwra/rUpAMwaraka
transfrontier_noun	sImApAra
transgression_noun	awikramaNa
transgressive_noun	awikrAmI
transhipment_noun	yAnAMwaraNa/vAhanAMwaraNa
transhumance_noun	qwu-pravAsi
transister_noun	trAMjistara
transit_noun	yAmyowwra_gamana/saMkramaNa
transitional_noun	saMkrAmI
translational_noun	sWAnAMwarIya
transliteration_noun	lipyAMwaraNa
transluscence_noun	pAraBAsakawA
transluscent_noun	pAraBAsI/pAraBAsaka
transmarine_noun	pArasamuxrI
transmigrating_noun	pArapravAsa
transmission_noun	saMcaraNa/preRaNa/saMcAraNa/pAragamana
transmissometer_noun	saMcaraNaleKiwra
transmittance_noun	saMcaraNa
transmitter_noun	saMcArI/preRiwra/preRI
transmontane_noun	pAraparvawIya
transoceanic_noun	pAramahAsAgarIya
transparency_noun	pAraxarSiwA/pAraxarSakawA/pAraxarSI_ciwra
transparent_noun	pAraxarSI/pAraxarSaka
transpiration_noun	vARpowsarjana/pAraSvasana/pArasaraNa
transpirograph_noun	vARpowsarjana_leKI
transpirometer_noun	vARpowsarjana_mApI
transplantation_noun	prawiropaNa
transplanting_noun	prawiropaNa
transponder_noun	preRAnukara
transport_noun	aBigamana/parivahana
transportation_noun	parivaharana
transported_noun	vAhiwa
transposition_noun	pakRAMwaraNa/sWAnAMwaraNa
transtition_noun	saMkramaNa
transverse_noun	anuprasWa
tranverse_noun	anuprasWa/AdZA
trap-door_noun	kUta_xvAra
trapezia_noun	trEpIjiA
trapper_noun	pASika
trapping_noun	pragrahaNa/piMjarana/vipASana/sAja-sAmAna
travel_noun	yAwrA
traveller_noun	yAwrI
traveller-set_noun	trEvalara-sEta
travelogue_noun	yAwrAvarNana
traverse_noun	caMkrama/mAlAreKA
traversing_noun	caMkramaNa/mAlAreKaNa
travois_noun	trAvoI
trawl_noun	troYla/anAya
trawler_noun	troYlara/AnAyaka
trawling_noun	troYlana/AnAyana
treading_noun	paxa-cihnana
tree_noun	vqkRa/pedZa/warU/xruma/xumI_SAKI
tree-agate_noun	xrumI_gomexa
tree-fortress_noun	vqkRa-xurga
tref_noun	trePZa/vAsaBUmi
trek_noun	treka/lambI_yAwrA
trekker_noun	trekara
trellised_noun	jAlAyiwa/jAlayukwa
tremolite_noun	tremolAita
tremolitic_noun	tremolAitI
tremor_noun	kaMpa
trench_noun	KAI
trenching_noun	KAI_KoxanA
trend_noun	pravqwwi/upanawi
trend-surface_noun	upanawi_sawaha
trentepholia_noun	treMtIPoliA
trespass_noun	avEXa_praveSa/awicAra
trespassing_noun	awicAraNa
trestle_noun	tresila
triangular_noun	wrikoNIya/wriBujIya/wriBujAkAra
triangulation_noun	wriBujana/wrikoNIyana
triangulator_noun	wriBujanakarwA
triaxial_noun	wri-akRIya/wryakRIya
tribal_noun	janajAwIya
tribe_noun	janajAwI/upakula/saMvarga
tribrach_noun	wriSAKI
tributary_noun	sahAyaka_/sahAyaka_naxI
tribute_noun	lIja/pattA
tributer_noun	lIjZaXArI/pattAXArI
trifollium_noun	trAiPoliyama
trigger_noun	trigara/vimocaka/preraka
trignometric_noun	wrikoNamiwIya
trijunction_noun	wrisImA
trilingula_noun	wriBARI
trimmer_noun	sUkRmasamaMjaka
trimming_noun	samAkqMwana/JAlara/JAlara_lagAnA/trimiMga
trinket_noun	sAXAraNa_gahanA/laGu_jalamArga
triplet_noun	wrika
tripod_noun	wipAI/wripAxa
tripoli_noun	tripolI
tripoli-powder_noun	trilopI_cUrNa
trireme_noun	pawavAra_nOkA
trisect_noun	samawriBAjiwa_karanA
trochoidal_noun	cakrIya/cakrI
troglodyte_noun	guhAvAsI/kanxarAvAsI
trolly_noun	troYlI
tromometer_noun	BUkaMpamApI
troop_noun	sEnyaxala/trupa
tropical_noun	uRmakatibaMXIya
tropics_noun	ayana_maMdala/uRNakatibaMXa
tropopause_noun	kRoBamaMdalIya_sImA/kRoBa_sImA
tropophyte_noun	parivqwwi_uxBix
tropophytic_noun	parivqwwi_uxBix/SuRkArxroxBixIya
troposphere_noun	kRoBamaMdala
trough_noun	garwa/xroNI/xroNikA
truck_noun	traka
truck-farming_noun	traka-kqRi
true_noun	vAswavika/yaWArwa/waxrUpa/yaWAwaWa
trumao_noun	trumAo
trumpet_noun	wUrya
trumpeting_noun	wUrya_nAxa
truncate_noun	lUnAgra/rUMdiwa
truncated_noun	lUnAgra/rUMdiwa
truncating_noun	rUMdana
truncation_noun	Cexana/CinnakaraNa/rUMdana_lUnAgrawA
trunnion_noun	vivarwinI/traniyana
trust_noun	trasta/nyAsa
trustee_noun	nyAsI
tsamba_noun	sAmbA
tsunami_noun	sunAmI/BUkaMpIsiMXu_waraMga
tufa_noun	tUPZA
tuff_noun	taPZa
tuffolava_noun	taPolAvA
tuft_noun	cUdZA/gucCA
tule_noun	tUla
tumid_noun	sPIwa
tumilus_noun	tyUmilasa/lAvAswUpa
tumulus_noun	kabra_swUpa/lAvAswUpa
tuna_noun	tyUnA
tundra_noun	tuMdrA
tung_noun	wuMga
tunguri_noun	tuMgarI
tunnel_noun	suraMga
tupelo_noun	wupilo
