#geography dictionary extracted from Bharatvani site by Prashant. Formatted by Roja (03-10-2019)
#Changes:: 1) Separated single word and multi words into separate dictionaries
#          2) English words are converted to lower case
#          3) Added category as 'noun' by default
#	   4) Removed information present in  ( ) Ex: Ababdeh abEbade (janajAwi)
		to	ababdeh_noun    abEbade
#################################################################################
ababdeh_noun	abEbade
isometric_noun	samaxUrIka/wrisamalaMbAkRa/GanIya/Aisometrika
isonif_noun	samahima
isonoet_noun	AisonoYyata
isopach_noun	samasWUlawA-reKA
isophenomenal_noun	samaGatanA_reKA
isophotic_noun	samaprakASI
isophyte_noun	AisoPAita/vanaspawi_samawuMga_reKA
isophytochrone_noun	AisoPAitokrona/pAxapa_samaxIrGavarXana_kAla_reKA
isopic_noun	Aisopika
isopleth_noun	samamAna_reKA
isopore_noun	Aisopora/cuMbakIya_samaparivarwana_reKA/samabIjANu
isopract_noun	Aisoprekta/janasaMKyA_cArta
isopycnal_noun	Aisopiknala/samaGanawva
isoseismal_noun	samaBUkaMpa/samaBUkaMpI
isoseist_noun	AisosIsta
isostade_noun	Aisosteda/samawiWi
isostasy_noun	samasWirawA/samasWiwi
isostatic_noun	samasWiwika
isostere_noun	samavinyAsI/samavAyuGanawva_reKA
isosteric_noun	samavAyuGanawvI/samavinyAsI/samavAyunawvI
isotac_noun	Aisoteka/samahimaxravaNa_reKA
isotach_noun	AisotEka/samavAhagawi_reKA
isotachs_noun	samavAhagawi_reKA
isotack_noun	Aisoteka/samapavanavega_reKA
isotalantose_noun	AisotelEMtoja_reKA/samawApAnwara_reKA
isoterp_noun	Aisotarpa
isothere_noun	Aisoxiyara/grIRmamAXya_samawApareKA
isotherm_noun	samawApa_reKA
isothermal_noun	samawApI/samawApIya
isothermals_noun	samawApI_reKAez
isothermombrose_noun	AisoWarmombrojZa/grIRma_samavarRA_reKA
isotopic_noun	samasWAnika/samasWAnikIya
isotropic_noun	samaxESika
isotropy_noun	samaxESikawA
isovol_noun	samavARpaGatakI/AisovoYla
israelite_noun	ijZArAilI
isthmus_noun	sWala-saMyojaka/BUsaMXi_jaladamarUmaXya/isWamasa/saMkIrNapaWa_/wanuyojI
iteration_noun	punarAvqwwi
itinerario_noun	yAwrA-vqwAMwa
ivory_noun	hAWIxAMwa/gajaxaMwa
jade_noun	jeda
jama_noun	yAmA/jAmA
janizary_noun	jenijZarI
javan_noun	jevana
jebel_noun	jebela
jellyfish_noun	jelIPZiSa
jemma_noun	jimA/parAmarSa_pariRax
jerboa_noun	jZarboA
jerk_noun	JatakA/prawikRepa
jesuti_noun	jejyUta
jet_noun	jeta/praXAra
jetsam_noun	kRipwika/jetasama
jhum_noun	JUma/sWAnAnwarI_kqRi
jig_noun	jiga/jugAdZa
jinriksha_noun	jApAnI_rikSA
jirga_noun	jiragA
jivaro_noun	jivAro
johl_noun	jOla
joint_noun	jodZa/saMXi_saMyukwa
jokula_noun	yokulA
jolt_noun	hacakolA
joran_noun	yurana
journal_noun	jarnala
jumper_noun	JaMpaka
junction_noun	saMXi/saMgama
jungle_noun	jaMgala/vana
junk_noun	powa/jaMka/kabAdZa
jupiter_noun	bqhaspawi/guru
jurassic_noun	jurEsika
justice_noun	nyAya
jute_noun	patasana/patuA/jUta
juvenile_noun	kiSora/bAla
juxtaposition_noun	sanniXi/sAnniXya
k-index_noun	k-sUcaka/k-sUcakAMka
kabalai_noun	mota/carasA
kabouk_noun	kEbUka
kaffir_noun	kAPira
kalar_noun	kElara
kame_noun	kema
kampong_noun	kAmpAMga
kanat_noun	kanAwa
kanembu_noun	kEnembU
kang_noun	kAzga/SAyana_vexikA
kangaroo_noun	kaMgArU
kansan_noun	kEnsana
kanten_noun	kEntana/kora/kinArA
kantography_noun	kEntogrAPI
kaoliang_noun	kAoliEMga/cInI_XAnya
kar_noun	kAra/sarka
kara_noun	kArA
karaburan_noun	kArAbUrAna
karez_noun	kEreja/BUmigawanAlI
karling_noun	kArliga
kaross_noun	kErosa
karren_noun	kErena/KAwa
karrenfeld_noun	kErena_kRewra
karroo_noun	kErU
karrooveld_noun	kErUvelda
karst_noun	kArsta
karstic_noun	kArstIya
karstification_noun	kArstIBavana
karstinselberge_noun	kArstainselabarga
karstland_noun	kArsta_BUmi/kArstalEMda
katabatic_noun	avarohI/kEtAbetika
katafront_noun	nimnakAyAMwaraNa
katamorphism_noun	avakampana/aXaHBUkampana
kataseism_noun	kAcInA
katcina_noun	kAvA
kava_noun	kAvA_pAna
kavir_noun	kAiEka
kayak_noun	kejara
kazak_noun	saMjIvana
kegelkarst_noun	kelda
keld_noun	kelvina
kerangas_noun	keretoPAyara
keratophyre_noun	kewalI_SrqMKalA
kettled_noun	kewalI_himAnIXOwa_mExAna/garwiwa_BUmi
key_noun	muKya_kRewra/keMxra
keying_noun	kItona_saMsakwi_kRewra
khirba_noun	Kora
khor_noun	kikUyU
kikuyu_noun	kilEMja
killas_noun	vinASaka_wuRAra
kimmeridgian_noun	gawimiwIya/SUxXa_gawika
kinematic_noun	SuxXagawika_roYsabI_saMKyA
kinematics_noun	gawija_UrjA
kinetics_noun	mUla_grAma
kingdom_noun	viBaMga/nikuMca
kink_noun	kuMciwa_keSa
kinsfolk_noun	baMXuwA
kinship_noun	nikata_saMbaMXI/riSwexAra
kinsman_noun	riSwexArina/nikatasaMbaMXina
kinswomen_noun	kiracoYPa_niyama
kirghiz_noun	karkatAuna/girjA_nagara
kirktoun_noun	kita
kit_noun	pawaMga_bElUna/pawaMga-gubbArA
kiva_noun	kIvA_kqwya
kivas_noun	yedela/himaja_gahvara
kjedel_noun	klinta
klint_noun	klipe
klippe_noun	klAMga/jalamArga
klong_noun	klUPa
kloof_noun	klAistroYna
klystron_noun	prakAta
knob_noun	GuMdI/noYba
knock-and-lochan_noun	tekarI_va_avaKAwa
knoll_noun	tekarI
knolly_noun	tekarI-yukwa
knot_noun	gAMTa/graMWi/noYta
kodaline_noun	kodAlAina
kodatrace_noun	kodAtesa
koembang_noun	koimbeMga
kolkhoz_noun	koYlaKoja
kop_noun	koYpa
koryak_noun	korayeka
kotow_noun	sARtAMga_praNAma
koup_noun	koYpa
kraal_noun	krAla
kraaling_noun	krAlana
krans_noun	krAMsa/SElaPalaka/Bqgu
kras_noun	krAsa
kratogen_noun	krEtojena
kreis_noun	krAisa
kreisstadt_noun	krAisateda
kryoturbation_noun	krAyotarabeSana
krypto_noun	gUDZa
kuala_noun	kvAlA/saMgama
kubu_noun	kUbU
kudu_noun	kuxU/aPrIkI_bArahasiMGA
kudzu_noun	kuxjU
kula_noun	kUlA
kumiss_noun	kumisa
kumri_noun	kUmarI/sWAnAnwarI_kqRi
kurd_noun	kurxa
kurgan_noun	kuragAna/samAXiswUpa
kuros_noun	kurosa/hima
kuroshiwo_noun	kUroSIvo
kurtosis_noun	kakuxawA
kwafi_noun	kvAPI
kwakiutl_noun	kvAkiUwla
kwin_noun	kvina
kyaung_noun	cOMga
kyle_noun	kAila
labialisation_noun	oRTIyakaraNa
laboratory_noun	prayogaSAlA
labour_noun	Srama/prasava
labyrinthodont_noun	lEbiriMwodoYnta/gahanaxanwI
laccolite_noun	lEkolAita
laccolith_noun	lEkoliWa
lacquer_noun	lEkara/pralAkRa
lacustrine_noun	sarovarI
lacustris_noun	sarovaravAsI
ladang_noun	cariRNu/kqRi/lAdAzga
ladder_noun	nisenI/sIDZI/niHSreNI/sopAna
lag_noun	paSca/paScawA
lagg_noun	lEga
lagoon_noun	lEgUna
lahar_noun	lAhAra
laigh_noun	lega
lake_noun	JIla/sarovara
lake-basin_noun	JIla-xroNa/JIla_besina
lake-level_noun	JIla_wala
lake-loess_noun	JIla_loesa
lakeland_noun	JIla_BUmi
lakelet_noun	JIlikA/CotI_JIla
lalang_noun	lElAM
lama_noun	lAmA
lamasery_noun	lAmAvihAra
laminar_noun	aprakRubXa/_patalIya/swarIya
laminaria_noun	patala/swarikA/swarikAyana/patalana/swaraNa
laminated_noun	pataliwa/swariwa/swarikAmaya/swarikAyiwa
lamination_noun	swaraNa/patalana
lamp_noun	lEmpa/xIpa
land_noun	use_survey_BUmi_upayoga_sarvekRaNa/Wala/BUmi/sWala/praxeSa
landdrost_noun	lEMdroYsta
lander_noun	lAMdara/rAjya
landes_noun	lAMdIja
landfall_noun	lEMdaPoYla
landform_noun	BU-Akqwi/sWala_rUpa
landing_noun	avawaraNa
landkreis_noun	lEMdakrAisa
landmark_noun	BU-cihna
landscape_noun	xqSyaBUmi
landscaping_noun	BUsuxarSanIkaraNa
landschaft_noun	lEMdaSAPta/xqSyaBUmi
landshard_noun	lEMdaSarda
landslide_noun	BUsKalana
landslip_noun	BUsarpaNa
landslope_noun	BUDAla
landward_noun	aBisWala/sWalonmuKa
lane_noun	vIWikA/galI
langley_noun	lEMgale
language_noun	BARA
lantern_noun	lAlatena/xIpa
lap_noun	sUkRma_GarRaka/bali/CAxana/rUI_kI_parawa
lapiaz_noun	lEpIAja
lapies_noun	lEpIja
lapiesation_noun	lEpIjana
lapilli_noun	lEpilI/jvAlAmuKI_aSmaka
lapilliform_noun	lEpilIrUpa
lapillo_noun	lEpilo/jvAlAmuKI_aSmaka
lapilus_noun	jvAlAmuKI_aSmaka,lEpilI
laplacian_noun	lAplAsiyana/lAplAsIya
lapp_noun	lEpa
laptosome_noun	lEptosoma
larch_noun	lArca/SrI-xArU
laser_noun	lesara
lasing_noun	lesana/lesarIkaraNa
lassitude_noun	SiWilawA
latent_noun	gupwa
lateral_noun	pArSva/pArSvIya/pArSvika
laterite_noun	maKaralA/lEterAita
lath_noun	lakadZI_kI_pattI
lathe_noun	leWa/KarAxa
latifundia_noun	lEtiPaMdiyA
latiofondo_noun	lEtiPoMdo
latitude_noun	akRAMSa/lEtItyUda
latosol_noun	lEtosola
lattice_noun	jAlaka/lEtisa
launch_noun	pramocana/jalAvawaraNa/CodZanA/samAraMBa
launcher_noun	pramociwra/pramocana-yAna
lava_noun	lAvA
lavaka_noun	lAvAkA
laver_noun	levara
law_noun	niyama/sixXAMwa/loY/viXi
lawn_noun	loYna/xUbasWala/gqha_SAxvala
lawn-mower_noun	loYna_GAsa_karwaka/loYna_movara
layer_noun	parawa/waha/swara
layered_noun	swariwa
layout_noun	aBinyAsa/KAkA/vinyAsa
lazarist_noun	lEjArista
lazulite_noun	lEjUlAita
lazulitic_noun	lEjUlAitI
lazurfeldspar_noun	lEjUraPelspAra
lazy-bed_noun	lEjZI_bEda
leaching_noun	nikRAlana
lead_noun	leda/SirAnikRepa/loda/sIsA/agrawA/praNAyaka/agra_honA
leader_noun	agraga/lIdara
leadership_noun	newqwva
leading_noun	agraga/agravarwI/agragAmI
leads_noun	cAlaka_wAra
league_noun	parisaMGa
leak/leakage_noun	lIka/risAva/kRaraNa/cUnA/lIka_karanA
lean-to_noun	sAyabAna
lease_noun	pattA/patte_para_xenA
leasow_noun	lIsoY
least_noun	nyUnawama/alpawama/laGuwama
leat_noun	lIta/kulyA
leathering_noun	carmaNa
lebensraum_noun	vAsa-sWAna/lebensarAuma
lee_noun	prawipavana
leet_noun	lIya
leeward_noun	prawipavana
leg_noun	tAzga/pAxa/pAxaswaMBa
legacy_noun	rikWa
legend_noun	nirxeSikA
leghorn_noun	legahArna
legibility_noun	suvAcyawA
legible_noun	suvAcya/paDZA_jAne_vAlA
legionary_noun	sEnya_xala
leguminous_noun	SiMbI/PalIxAra
leiotrichous_noun	sucikkaNa_keSa/cikane_bAloM_vAlA
lembah_noun	lembAha
lemonade_noun	lemoneda/nIMbU-jala
lens_noun	lEnsa
lenticle_noun	lEMtIkila
lenticular_noun	masUrAkAra
lenticularis_noun	leMtikyUlErisa
lepidocrocite_noun	lepIdokrosAita
leptophyllous_noun	wanuparNI
leptorrhine_noun	pawalI_nAka
lespedeza_noun	lespidIjA
leste_noun	leste
lettering_noun	akRara-leKana
leucitic_noun	lyUsAitI
levant_noun	levEMta
levee_noun	watabaMXa/levI
level_noun	wala/samawala/kREwija/swara
leveler_noun	samawalaka
levelling_noun	wala-mApana/samawalana
lever_noun	lIvara/uwwolaka
ley-farming_noun	le-KewI
liassic_noun	lAyasika
licensing_noun	anujFApana
lid_noun	Dakkana
lido_noun	lIdo/pulina
life_noun	jIvana/Ayu
lifeworld_noun	jIvajagaw
light/lightly_noun	halkA/halkI/maMxa/prakASa
lightning_noun	wadZiw/bijalI
ligia_noun	lijiyA
lignite_noun	lignAita/BUrA_koyalA
like_noun	saxqSa/sajAwIya/samaxiSa
likelihood_noun	saMBAvanA
likely_noun	saMBAviwa
lilmes_noun	sImA
lilnn_noun	lina
liman_noun	lImena
limestone_noun	cUnASma/cUnApraswara_cUnApawWara
liming_noun	cUnAyana/cUnA_dAlanA/cUnA_nimajjana
limit/limitation/limiting_noun	sImA/sImAMwa/baMXana
limited_noun	sImiwa/sasIma
limiter_noun	sImaka
limnology_noun	sarovijFAna
line_noun	reKA/lAina/xIrGawanwu
line-storm_noun	rEKika_wUPAna
lineage_noun	vaMSa_paramparA
lineament_noun	sWalAnureKa/viRiRta_Akqwi
linear_noun	rEKIya/rEKIka/reKAkAra
linearisation_noun	rEKikIkaraNa
liner_noun	Aswara/paricCAxI
ling_noun	liMga/mIna
link_noun	baMXa/kadZI/SqMKalA/graMWikA/liMka/baMXana
lip_noun	oRTa/hoMTa/kinArA/coMca
liquefaction_noun	xravaNa
liquid_noun	xrava
liquified_noun	xraviwa
lisoloid_noun	lisoloYida
literati_noun	vixvAnmaNdalI
lithe_noun	sunamya
lithical_noun	SilIya_SIlI
litho_noun	liWo
lithocrayon_noun	SilAMkanI
lithogenesis_noun	SElajanana
lithoglyph_noun	SElowkIrNana
lithograph_noun	liWogrAPa_/aSmamuxraNa_karanA/liWomuxraNa_karanA
lithographic_noun	aSmamuxraNa/aSmuxrNIya
lithological_noun	aSaamavijFAna_saMbaMXI/ASmika
lithometeor_noun	aSma_ulkA
lithosphere_noun	sWalamaMdala
litigation_noun	vAxa/mukaxxamA
litmus_noun	litamasa
litter_noun	karakata/vikRipwa
littoral_noun	velAMcalI
littorina_noun	litorAinA
livelihood_noun	jIvikA
livestock_noun	paSuXana
livid_noun	nIlABa
liwa_noun	lIvA
lixiviate_noun	nikRAlana_karanA
llama_noun	lAmA
llan_noun	lAna
llano_noun	lAno
llittoralis_noun	velAMcalI
load_noun	BAraNa_/BAra/uxBAra
loaded_noun	BAriwa
loam_noun	xumata
loam-terrain_noun	tumata-BUBrAga
loblolly_noun	loYbaloYlI
lobola_noun	lobolA
lobster_noun	mahAciMgata/loYbstara
locality_noun	saMsWiwi/upa-baswI
localization_noun	sWAnIkaraNa/sWAna_nirXAraNa
location_noun	sWAna/avasWiwi/sWAna_nirXAraNa/avasWApana
locational_noun	sWAnika/avasWiwika
loch_noun	loYka
loch-hole_noun	loYka-hola/Aswariwa_guhikA
lock_noun	loYka/jalapASa
lock-nut_noun	loYka_nata/wAlA-DibarI
locking_noun	aBibaMXana
locomotor_noun	calana
locus_noun	biMxupaWa/reKApaWa
locust_noun	tiddI
lodestar_noun	XruvawArA
lodging_noun	pawana
loess_noun	loesa
lofting_noun	uccayaka
log_noun	loYga/laTTA/saMleKa
loganstone_noun	loganASma
logger_noun	latTaka
logging_noun	saMleKana
logistic_noun	supracAlanika
loma_noun	lomA
longitude_noun	reKAMSa/xeSAMwara
longitudinal_noun	xeSAMwarIya/anuxErXya
looming_noun	unmarIcikA/unmarIcikAyana
loop_noun	pASa/lUpa/cakra
looping_noun	pASana
lopolith_noun	lopoliWa
lopping_noun	kawarana/kARTa
loudervack_noun	lAudarabEka
lough_noun	loYka
lounge_noun	viSrAma_kakRa
low_noun	nimna/alpa/kama/nicalA
lower_noun	nimna/nimnawara/kama_karanA/avanamana
lowering_noun	avanamana/nimnana
lowest_noun	nimnawama
lowland_noun	nimnaBUmi
loxodrome_noun	ekaxiSa_nOpaWa
lthography_noun	aSmamuxraNa/liWomuxraNa
lubricant_noun	snehaka
lugworm_noun	SiKAkqmi/lagavarma
lull_noun	upaSama
lumber_noun	kATa/kARTa
lumbering_noun	lakadZI_kAtanA/kARTakarwana
luminance_noun	jyowirmayawA
luminescence_noun	saMxIpwi
luminescent_noun	saMxIpwiSIla
luminosity_noun	xIpwi/jyowi
luminous_noun	xIpwa/praxIpI
lump_noun	piMdaka
lumped_noun	sWAnIkqwa
lumpsucker_noun	lampasakara
lunar_noun	caMxra/cAMxra/lyUnara
lunation_noun	cAMxra_mAsa
lunette_noun	lUneta
luni-solar_noun	cAMxra_sOra
luni-tide_noun	cAMxra-sOra_jvAraBAtA
lusaka_noun	lusAkA
lustrum_noun	paMcavarRaka
lusuku_noun	lusukU
luymberman_noun	kARTa_vyApArI
lycee_noun	lIse
lyellite_noun	lAilAita
lynchet_noun	liMcEta/vexikA_kagAra
lysimeter_noun	lisajalamApI/lAisImItara
lysimetry_noun	lAisImetrI
macadam_noun	mEkedama
macaroni_noun	mEkaronI
macchina_noun	mAkiyA
mach_noun	mAKa
machair_noun	mEkeyara
machinability_noun	maSInIyawA/yaMwrIkaraNa/wakRaNIyawA
machination_noun	RadyaMwra
machine_noun	maSIna/yaMwra/kala
macleod_noun	mEkalioYda
macro-climate_noun	viswqwakRewrI_jalavAyu
macrofloral_noun	xIrGapuRpIya
macrofossil_noun	sWUla_jIvASma/gurUjIvASma
macrogeography_noun	mEkro-BUgola/bqhaw_BUjFAna
macrometerorology_noun	viswqwa_kRewrIya_mOsama_vijFAna
macroplankton_noun	gurUplavaka
macropyramid_noun	xIrGAkRa_pirEmida
macroscale_noun	xIrGa_mApakrama
macroscopic_noun	sWUlaxarSIya/sWUlaxarSiwa/sWUla/asUkRma
macroseism_noun	xIrGa_BUkampa
macroseismic_noun	xIrGaBUkaMpI
madreporaria_noun	mEdreporEriyA
maelstrom_noun	mElastroYma
maerdref_noun	mAyardrePa
maestrale_noun	mEstrela
maestro_noun	mEstro
magenta_noun	mEjeMtA
magma_noun	mEgmA
magmatic_noun	mEgmIya
magmatype_noun	mEgmA_prarUpa
magnet_noun	cuMbaka
magnetic_noun	cuMbakIya
magnetisation_noun	cuMbakIkaraNa
magnetiser_noun	cuMbakiwra
magnetodynamics_noun	cuMbaka-gawikI
magnetoelastic_noun	cuMbaka-prawyAsWa
magnetogram_noun	megnetogrAma/cuMbakaleKa
magnetometer_noun	cuMbakawvamApI
magnetopause_noun	cuMbakawvI_maMdala_sImA
magnetosphere_noun	cuMbakamaMdala
magnetostriction_noun	cuMbakIya_virUpaNa
magnetron_noun	mEganetroYna
magnification_noun	AvarXana
magnitude_noun	parimANa
mail-boat_noun	dAka_nAva
main_noun	muKya/pramuKa
mainline_noun	pramuKa_mArga/muKya_lAina
maintain_noun	poRaNa_karanA/saMXAraNa_karanA_xeKabAla_karanA
maintenance_noun	anurakRaNa/poRaNa/saMXAraNa
maize_noun	makkA
makstesh_noun	meKateSa
mal-adjestument_noun	kusamAyojana
malaise_noun	rUgNawA/asvasWawA/vyAkulawA
malapportionment_noun	apapraBAjana
malefactor_noun	apakArI
malthusianism_noun	mAlWasavAxa
maltreatment_noun	kuvyavAhara
malvidin_noun	mElvidina
mameluke_noun	mEmelyUka/Svewa_xAsa
mamma_noun	swanABa
mammatus_noun	mEmetasa/swanABa
mana_noun	mAnA
manacle_noun	haWakadZI
manchu_noun	mAMcU
mandarin_noun	mEndArina
maneuverability_noun	kOSalya
manganja_noun	mEnagEMjA
mange_noun	KAja
manger_noun	nAMxa
manglod_noun	mEnagolda/rAjamUla
mangonel_noun	SilAprakRepaka
mangosteen_noun	mEMgostIna
mangrove_noun	mEgrova/garAna
manichaeism_noun	mEnikIvAxa
manifest_noun	vyakwa
manifestation_noun	aBivyakwi
manifold_noun	bahumuKa
manito_noun	mEnito
mankind_noun	mAnavajAwi
manoeuvre_noun	yuxXAByAsa/kOSala
manometer_noun	mEnomItara/xAbAMwaramApI
manor_noun	sAmanwa_BUmi/mEnara
mantle_noun	prAvAra/mEMtala
manual_noun	haswa/haswacAliwa/SArIrika/puswikA/xIpikA/niyama_puswaka/niyamAvalI
manufactue_noun	vinirmANa/vyApArika_nirmANa/nirmANa
manufacture_noun	vinirmANa/Oxyogika_nirmANa/vyApArika_nirmANa
manufactureing_noun	vinirmANa
manufacturer_noun	vinirmAwA
manure_noun	KAxa
manuscript_noun	pAMdulipi
maori_noun	mAorI
map_noun	nakSA/mAnaciwra/prawiciwra
mapcraft_noun	mAnaciwra_kalA
mapparium_noun	mEperiyama/mAnaciwrAlaya
mapped_noun	mAnaciwriwa
mapping_noun	mAnaciwraNa/BUmApana
mar_noun	mAra
marabout_noun	PakIra/ekAnwavAsI
marauder_noun	luterA
mareograph_noun	samuxraleKI/mEriyogrAPa
marginal_noun	sImAMwa/upAMwasWa/upAMwa
mariculture_noun	sAgarakqRi
marine_noun	samuxrI/sAgarI
mariner_noun	nAvika
maritime_noun	samuxravarwI/samuxrawatIya/anusamuxrI
mark_noun	cihna/niSAna/aMka
markaz_noun	markaja
marking_noun	cihnana/cihnAMkana/niSaAna_lagAnA
marl_noun	mArla
marling_noun	mArlana
marmot_noun	mAramoYta/SElamURaka
mars_noun	maMgala
marschen_noun	uxXariwa_kacCa
marsh_noun	kacCa
marshaland_noun	kacCaBUmi
marshiness_noun	kacCawA
marsilid_noun	mErsilida
mart_noun	mArta
martyrdom_noun	prANAhuwi
masai_noun	mAsAI
masicot_noun	mEsIkoYta
masking_noun	gopana/pracCAxana/AvaraNa
masquerade_noun	CaxmaveSa-samAroha
mass_noun	xravyamAna/saMhawi/sWUla
massif_noun	giripiMda/mEsiPa
massive_noun	saMsWUla/saMpuMjiwa/sWUla
mast_noun	xaMda/maswUla/natAxi/xqDZaPalAxi
mastiff_noun	mEstiPa
mastodon_noun	mEstodoYna
mat-grass_noun	mEta_GAsa/kata_GAsa
matador_noun	vqRa_hanwA/mEtAdora
matching_noun	sumelana
material_noun	paxArWa/sAmagrI/vaswu/xravya_BOwika/xravyAwmaka
matrilineal_noun	mAwqvaMSIya
matrix_noun	mEtriksa/AvyUha/AXAwrI
matter_noun	xravya/paxArWa
matterhorn_noun	mEtarahArna
matty_noun	niRpraBa
maturation_noun	paripakvana/paripakvawA
mature_noun	paripakva/prODZa
maturescent_noun	paripakvonmuKa
maturity_noun	paripakvawA/prODZawA
maurandia_noun	mOrendiyA
mausoleum_noun	makabarA
mauve_noun	nIlaSoNa/mOva
maxima/maximal_noun	ucciRTa
maximum_noun	mahawwama/aXikawama/uccawama/BUyiRTa/ucciRTa
mayen_noun	meyana
mbuga_noun	mabUgA
me-nam_noun	minAma
meadow_noun	SAxvala
mean_noun	mAXya
mean-time_noun	mAXya_samaya
meander_noun	visarpa
meandering_noun	visarpaNa/visarpI
meandriform_noun	visarparUpa
measure_noun	mApa/mApanA/saMswara
measurement_noun	nApa/mApa/mApana
mechanic_noun	miswrI
mechanical_noun	balakqwa/yAMwrika/saMparkI
mechanics_noun	balavijFAna/yaMwravijFAna/yAMwrikI
mechanisation_noun	yaMwrIkaraNa
mechanism_noun	kriyAviXi/yaMwrAvali/sAXana/yAMwrikawva
medial_noun	maXyasWa/maXyavarwI/maXya
median_noun	mAXyikA/mIdiyana/maXya/maXyasWa
mediosilicic_noun	maXyasilisika
medium_noun	mAXyama/maXyama/maJOlA
medley_noun	sammiSraNa
medometer_noun	mEdomItara
mega_noun	sWUla/guru/mahA/megA/spaRta/niyuwa
megadyne_noun	megAdAina
megalith_noun	mEgAliWa
megalopolis_noun	viSvanagarI/megAlopolisa
megashear_noun	mahA_aRarUpaNa
megatherm_noun	mahAwApa
megger_noun	megara/megaomamApI
meifod_noun	mIPoYda/maXyAvAsa
meizoseismal_noun	wIvrawama_BUkaMpI
melanesian_noun	meleneSiAI
melaphyre_noun	melAPAyara
melt_noun	galiwa/piGalanA/galanA
meltemi_noun	melatemI
melting_noun	galana/piGalanA
membrane_noun	JillI/JillikA/kalA
memorial_noun	smAkara
mendip_noun	meMdipa
mendipite_noun	mendipAita
menhaden_noun	menahEdena
menhir_noun	menahira/ekASma_smAraka
merchansdise_noun	paNya/vyApArika_mAla
merchantman_noun	sOxAgara/vyApArI_jahAjZa
mercury_noun	markarI/buXa/pAraxa/pArA
merdeka_noun	meradekA
merestone_noun	sImA_pawWara
mergence_noun	vilaya
meridian_noun	yAmyowwara/Xruvavqwwa
meridional_noun	reKAMSika//yAmyowwarIya
mermaid_noun	jalaparI
merokarst_noun	aMSakArsta
meromictic_noun	meromiktIya
meromixis_noun	meromiksisa/apUrNa_parisaMcaraNa
mesa_noun	mesA
mesaticephalic_noun	mesAtisiPAlIya
mesencephalon_noun	mesensePAlona/maXyamaswiRka
mesobenthos_noun	mesobeMWosa/maXyaviwala/maXyaniwalaka
mesogeosyncline_noun	maXyasWa_BUaBinawi
mesokarst_noun	maXyakArsta/mesokArsta
mesolithic_noun	maXyapARANI
mesonet_noun	mesoneta
mesopause_noun	maXya_sImA
mesopelagic_noun	maXyavelApavarwI
mesophyllous_noun	maXyaparNI
mesophyte_noun	samoxBixxa
mesophytic_noun	samoxBixIya
mesopiestic_noun	mesopIstI
mesoplankton_noun	maXyaplavaka
mesorrhine_noun	mesorAina/maXyama_nAsa
mesoscale_noun	maXya_mApakrama
mesosphere_noun	maXyamaMdala
mesotherm_noun	maXyawApI
mesothermal_noun	maXyawApIya
mesothermophilae_noun	maXyawAparAgI
mesquite_noun	mEskIta
mesta_noun	mEstA
mestizo_noun	mEstIjo
metabolic_noun	upApacayI/metAbolI
metaentric_noun	AplavakenxrI/maXyakenxrI
metahalloysite_noun	metAheloYyasAita
metal_noun	XAwu
metal-globe_noun	XAwu-globa
metalcote_noun	metalakota/XAwu_lepa
metallic_noun	XAwvika
metalliferous_noun	XAwumaya
metallisation_noun	XAwulepana
metalock_noun	metalAka/XAwukarma
metamorhic_noun	kAyAMwaraNI/kAyAMwariwa/kAyAMwarI
metamorphics_noun	kAyAMwariwa_SEla
metamorphism_noun	kAyAMwaraNa
metamorphosed_noun	kAyAMwariwa
metamorphous_noun	kAyAMwarI/kAyAMwariwa
metasomatosis_noun	wawvAMwaraNa
metayage_noun	meteyAja
meteor_noun	ulkA
meteorite_noun	ulkApiMda
meteorogram_noun	mOsamaleKa/metiorogrAma
meteoroid_noun	ulkABa
meteorologic_noun	mOsamavijFAna
meteorological_noun	mOsamavijFAna_sambanxI
meteorologist_noun	mOsama_vijFa
meteorology_noun	mOsama_vijFAnI/mOsama_vijFAna
meter_noun	mItara
methane_noun	meWEna
method_noun	viXi/rIwi
methodology_noun	kriyA_paxXawi
metoposaurid_noun	metoposoYrida
metric_noun	mItarI
metrology_noun	mApikI/mApavijFAna
metropolis_noun	mahAnagara
metropolitan_noun	mahAnagarIya
metropolitanism_noun	mahAnagaravAxa
metrosideros_noun	metrosideroYsa
mho_noun	mo
mica_noun	aBraka
micaceous_noun	aBrakI
micatization_noun	aBrakIBavana/aBrakana
micro-environment_noun	sUkRmaparisWiwi/sUkRmavAwAvaraNa
micro-relief_noun	sUkRma_uccAvaca
microaampere_noun	mAikroEmpIyara
microaggregate_noun	sUkRma_samuccaya
microbarograph_noun	sUkRmavAyuxAbaleKI/sUkRma_bErogrAPa
microclimate_noun	sUkRma_jalavAyu
microclimatology_noun	sUkRmajIvAyu_vijFAna
microcosm_noun	sUkRma_jagawa/mAikrokoYsma
microcrypto-crystalline_noun	sUkRmagUDZakristalI
microcrystal_noun	sUkRmakristala
microcrystalilne_noun	sUkRmakristalI
microcrystalitic_noun	sUkRmakristalAitI
microdensitometer_noun	sUkRmaGanawvamApI
microdensitometry_noun	sUkRma_Ganawvamiwi
microfauna_noun	sUkRmaprANijAwa/sUkRmaprANiwA
microfilm_noun	mAIkroPilma
microflora_noun	sUkRma_vanaspawijAwa
