#TODO ::	Hindi meaning spellings need to be checked
#Giving category as 'UNKNOWN' for the words whose category is not known
#######################################################################
#Eng-wrd_Category	IIT-Bombay/Shabdanjali meaning
########################################################################
A_noun	e
piggy-back_noun	pITa_para_laxa_ke_calanA
piggy-bank_noun	gullaka
piggyback_adverb	pITa_para
piggyback_noun	pITa_para_savArI
piggybank_noun	gullak
pigheaded_adjective	atala/jixxI/haTI
pigheadedly_adverb	jZixxI_DaMga_se/adZiyala_DaMga_se
pigheadedness_noun	jZixa/anamyawA/adZiyalapana
piglet_noun	sUara_kA_baccA/GeMtA
pigment_noun	raMjaka/raMgaxravya/raMga/varNaka
pigment_verb	raMga_pAnA/raMganA
pigmentation_noun	raMjakawA/varNakawA/raMjakawA
pigmy_noun	pigmI/bOnA
pigpen_noun	sUaraKanA/KobAra
pigskin_noun	sUara_kA_camadZA/suara_kI_KAla_se_banA_camadA
pigsty_noun	sUaraKanA/KobAra/suara-bAda
pigswill_noun	sUaroM_ke_lie_warala_KAxya
pigtail_noun	lambI_cotI/cotI/CotI_cotI
pigwash_noun	sUaroM_ke_lie_warala_KAxya
pigweed_noun	jaMgalI_pAlaka
pike_noun	xruwamArga/pAika_maCalI/noka/baraCA/BAlA/wejZa_xAzwoMvAlI_viSAla_maCalI/kisI_pahAda_kI_nukIlI_cotI
pikestaff_noun	sIXA-sAXA
pilaster_noun	BiwwI_swamBa
pile_noun	Xarana/swaMBa/samUha/saMgraha/saMcayana/roAz/rASi/prawiGAwaka/maKamala/komala_reSA/jamaGata/imArawa/Dera/BUswaMBa/bEtarI/ballI/bahuwa/bahuwa_sArA/imArawoM_kA_samUha/KUztA/maKamala___
pile_verb	jamA_karanA/ikkatTA_karanA/ikataTA_honA/Dera_lagAnA/Bara_xenA/Dera_laganA
pile-driver_noun	jZoraxAra_mukkA/BUswamBa_yaMtra
pile-up_noun	xurGatanA
pile-up_noun	xurGatanA_jisameM_bahuwa_sArI_gAdiyAz_SAmila_ho
piles_adjective	Dera_sArA
piles_noun	babAsIra
pilfer_verb	le_kara_caMpawa_ho_jAnA/curAnA
pilferer_noun	uTAIgIRA
pilgrim_noun	wIrWayAwrI
pilgrimage_noun	wIrWayAwrA/wIrWasWAna/SraxXAyAwrA/wIrWayAwrA
pill_noun	tikiyA/golI/garBaniroXaka_golI
pillage_noun	lUta-mAra/lUta/lUtamAra
pillage_verb	lUtanA/lUta_lenA/lUtanA
pillaged_adjective	lUtA_huA/lutA_huA
pillaging_noun	lUta-mAra
pillar_noun	xIvAra/swaMBa/lAta/KamBA/AXAra-swaMBa/swamBa/KamBA_jEsA/muKya_vyakwi/praXAna_vyakwi
pillar-box_noun	posta_bAksa/kavaca_koTarI
pillion_noun	piCalI_sIta
pillory_verb	sArvajanika_rUpa_se_xaMdiwa_karanA
pillow_noun	wakiyA
pillow_verb	raKanA/sahArA_xenA
pillowcase_noun	gilAPZa/gZilAPZa
pillowslip_noun	gilAPZa
pilot_adjective	xakRawApUrNa/prAyogika
pilot_noun	vimAnacAlaka/saMcAlana/pAyalata/paWaxarSaka/mArgaxarSaka/vimAna_cAlaka/jahAjZarAna
pilot_verb	paWaxaraSana_karanA/mArgaxarSana_karanA/calAnA/prayoga_karanA
pilot-light_noun	sUcaka_bawwI
pilothouse_noun	cAkaGara
pimento_noun	SimalA_mirca/lAla_gola_mirca
pimiento_noun	SimalA_mirca
pimp_noun	xalAla/BadZuA
pimp_verb	xalAlI_karanA/kutanAI_karanA/BadZuAgirI_karanA
pimple_noun	muhAzsA/muzhAsA
pimply_adjective	PuMsIxAra/muhAzso_vAlA
pimps_noun	veSyAoM_ke_xalAla
pin_noun	pina/pEra/KUztI/kIla/CadZI/AlapIna/suI_kI_noka
pin_verb	viSvAsa_karanA/nawWI_karanA/jodZanA/CexanA/bAzXanA/BarosA_karanA/pina_lagAnA
pin-money_noun	jeba-Karca
pin-money_noun	jebaKarca
pin-up_noun	bade_ciwra
pin-up_noun	xivAra_meM_lage_citra_meM_kA_vyakwi/xivAra_meM_lagA_citra
pin-wheel_noun	caraKI
pinafore_noun	baccoM_ke_kapadoM_ke_Upara_kA_kapadA
pince-nez_noun	nAka_pakadZa_caSmA/nAka_pakada_caSmA
pincer_noun	cimatI/cimatI/sazdasI
pincer-movement_noun	xoharA_AkramaNa
pincers_noun	cimatI
pinch_noun	cutakI_Bara/cikotI/cutakI_Bara
pinch_verb	kAtanA/curAnA/cikotI_kAtanA/cAzpanA/corI_karanA
pinched_adjective	sUKA_huA
pincushion_noun	pinagaxxI/pinakuSana
pine_noun	xevaxAra/pAina_kI_lakadZI/cIda_kA_peda/xevaxAru
pine_verb	Soka_meM_GulanA/lAlAyiwa_honA/lAlasA_karanA
pine-apple_noun	anannAsa
pineapple_noun	anannAsa
ping_noun	tanna/sanasanAhata
ping_verb	yAxa_xilAnA/saMxeSa-saMpreRaNa_ke_liye_jAzc/GaraGarAnA/BanaBanAnA/sanasanAnA
ping-pong_noun	piMgapoMga
ping-pong_noun	tebala_tenisa
pinion_noun	paMKa
pinion_verb	jakadanA/bAzXanA
pink_adjective	piMka/gulAbI/awyuwama/gulAbI_raMga_kA/bahuwa_acCA
pink_noun	PUlaxAra_pOXA/piMka/mUrwi/halkA_gulAbI/gulAbI_raMga/gulAbI_kapade/gulAbI_PUla
pink_verb	susajjiwa_karanA/sajAnA/GaraGarAnA/Sora_karanA
pink-gin_noun	viSeRa_surA
pinkie_noun	kAnI_uMgalI/kaniRTikA/CiMgulI/sabase_CotI_aMgulI/kaniRtikA
pinking-shears_noun	ArIxAra_PaloM_vAlI_kEMcI
pinkish_adjective	WodA_gulAbI
pinky_noun	kAnI_uMgalI/kaniRTikA/CiMgulI
pinnacle_noun	SiKara/kalaSa/cotI/siKara
pinny_noun	baccoM_ke_kapadoM_ke_Upara_kA_kapadA
pinpoint_adjective	ekaxama_sahI/sahI
pinpoint_noun	sUI_kI_noka/sUcyagra/sUI_kI_noka
pinpoint_verb	TIka_pawA_lagAnA/TIka_nirXAriwa_karanA
pinprick_noun	pina_kI_cuBana/mAmUlI_bAwa
pins-and-needles_noun	cuBawA_huA_xarxa
pinstripe_noun	PZIwe_kA_vastra/mahIna_PZIwA/kapade_para_CapI_saPexa_XArI
pinstriped_adjective	PZIwA_kA
pint_noun	pinta/xravya_kA_eka_mApa/xravya_kA_xUsarA_mApa
pint-size_adjective	nanhA-sAA/CotA-sAA
pint-sized_adjective	bahuwa_CotA
pint-sized_adjective	nanhA-sAA/CotA-sAA
pinwheel_noun	pinavhIla/pina-pahiyA/cakarI
pioneer_noun	AraMBika_nivAsI/agragAmI/paWapraxarSaka/praWama_basane_vAlA
pioneer_verb	mArga_praSaswa_karanA
pioneering_adjective	paWapraxarSaka/mArga_praSaswa_karanevAlA
pious_adjective	XarmaparAyaNa/XarmaniRTa_hone_kA_xiKAvA_karane_vAlA/XarmaniRTa
piously_adverb	saxAcAriwApUrvaka
piousness_noun	XarmaparAyaNawA
pip_noun	radAra_lakRya/pipa-pipa/bUtI/biMxI/bIja/Xvani_saMkewa
pip_verb	burI_waraha_se_paCAdZa_xenA/aMwima_samaya_meM_paCAdZa_xenA/najZaxIkI_se_harAnA
pip-squeak_noun	mAmUlI_AxamI
pipage_noun	pAipa
pipe_noun	sigAra/pAipa/nalikA/nalIk/nalI/nala/laya/cilama/pEpa/bAzsurI
pipe_verb	sItI_bajA_kara_mArgaxarSana_karanA/sajAnA/le_jAnA/kUkAnA/gAnA/cillAnA/cahacahAnA/bolanA/bAMSI_bajAnA/baMSI_bajAnA/bajAnA/nala_se_le_jAnA/cahakanA
pipe-cleaner_noun	nala_Kolane_kA_wAra
pipe-dream_noun	asaMBava
pipe-line_noun	nala-wanwra
pipe-work_noun	pAipa_lAina
piped-music_noun	barAbara_bajanevAlA_saMgIwa
pipedream_noun	mana_ke_laddU
pipeline_noun	pAipa_lAina
piper_noun	muralIIvAxaka/bAzsurIvAxaka/veNu_vAxaka
pipet_noun	pipeta/nalikA
pipette_noun	pipeta/nalikA/pipeta/nallikA
pipework_noun	pAipa-waMtra
piping_adjective	wIKA/karNaBexI/sItI_jEsA
piping_adverb	KaxabaxAwA_huA/bahuwa_aXika
piping_noun	pAipiMga/pAipa/krIma_kI_XArI/bAzsurI_kI_AvAjZa/gota
pipit_noun	wulikA/cacarI
pippin_noun	pipina/seba
pipsqueak_noun	mAmUlI_AxamI/mahawvahIna_vyakwi
piquance_noun	caraparApana
piquancy_noun	catapatApana/caraparApana/catapatApana
piquant_adjective	xilacaspa/uwwejaka/masAlexAra/catapatA/caraparA/xilacaspa
piquantly_adverb	masAloM_ke_sAWa/catapate_DaMga_se
piquantness_noun	caraparApana
pique_noun	KIJa/ciDZa/KZIja
pique_verb	cota_karanA
piqued_adjective	ciDZA_huA/KZijAyAhuA
piracy_noun	samuxrI_dakEwI/sAhiwyika_corI/corI/samuxra_kI_dakEwI
piranha_noun	pirAnA{maCalI}
pirate_noun	samuxrI_dAkU/jalaxasyu-powa/cora-leKaka/samuxrI_dAkU/sAhiwyika_cora/rAswe_se_curA_lenevAle
pirate_verb	sAhiwyika_corI_karanA/apaharaNa_karanA
pirated_adjective	corI_kA
piratical_adjective	jalaxasyu_ke_samAna/corI_kA/cora_ke_jEsA
pirouette_noun	GiranI_KAnA
piscean_noun	mIna_rASi_meM_pExA_hone_vAlA_manuRya
pisces_noun	mIna{rASi}
piss_noun	peSAba/mUwra/peSAba
piss_verb	peSAba_karanA/jZora_se_hazsanA/mUwanA/peSAba_karanA
piss-up_SLNG	peSAba
piss-up_noun	aXika_mAwrA_meM_SarAba_pInA
pissed_adjective	naSe_meM_Xuwwa/piyA_huA
pistachio_noun	piswA_vqkRa/piswA/halkA_harA_raMga
piste_noun	skI_kA_hima-paWa/lIka/skIyiMga_ke_lie_barPZIlA_rAswA
pistil_noun	pestIla
pistol_noun	piswOla/piswOla/wamaMcA
piston_noun	pistana/muRalI/pistana/musalI
pit_noun	motar_kA_suXAra_sWAna/koyale_kI_KaxAna/gaDDAA/gaharA_gaDDA/koyale_kI_KAna
pit_verb	gadDe_banAnA
pit_verb	xAga_banAnA/bIja_nikAlanA
pit-a-pat_adverb	Xaka-paka
pit-a-pat_noun	XakaXakI
pit-a-pit_adverb	XadZaXadZAwe_hue
pit-a-pit_noun	tIpa-tIpa
pit-head_noun	KaxAna_nikAsa
pit-head_noun	koyale_kI_KAna_kA_muzha
pit-prop_noun	KAna_ke_Cawa_kI_WUnI
pitch_noun	Kela_ke_lie_sWAna/wArawva/sura/svara/UzcAI/PZeMka/kRepaNa/ucanicAva
pitch_noun	vikraya-vArwA/prakARTA/pIca/gawiviXi/DAla/bAwa_ciwa_kA_warIkA/AvAja/alakawarA/dAmara
pitch_verb	sahAyawA_karanA/PeMkanA/padZAva_lagAnA/giranA/dUbanA/bETAnA/sWira_karanA/lagAnA/PZeMkanA/tappA_KAnA/giranA{XadAma_se}/dUbanA-uwarAnA/derA_dAlanA
pitch-black_adjective	Gora_azXerA
pitch-black_adjective	kAlAkalUtA
pitch-dark_adjective	bilakula_azXerA
pitch-dark_noun	Gora_azXerA
pitched_adjective	DalavAz/JukAhuA
pitched-battle_noun	jamI_huaI_ladAI/wEyAra_senA_ke_sAWa_ladAI
pitcher_noun	jaga/geMxa_Pekane_vala_KiladEYI/GadZA/GadA/Gade_Axi_meM_gIle_paxArWa_kI_mAwrA/picara{Kela_meM}
pitchfork_noun	kAztexAra_paMjA/jelI/jaMxarA
pitchfork_verb	kAztexAra_paMje_se_uTA_kara_PeMkanA
pitchman_noun	PerI_vAlA
pitchy_adjective	rAlaxAra
piteous_adjective	xIna/xayanIya
pitfall_noun	kaTinAI/CipI_huI_xikkawa
pith_noun	sArAMSa/sAra/majjA/KujJA/KUJA/gUxA/sArAMSa
pithily_adverb	sAragarBiwa_DaMga_se
pithy_adjective	sAragarBiwa
pitiable_adjective	xIna/xayanIya
pitiably_adverb	xayanIya_DaMga_se
pitiful_adjective	xIna/xayanIya
pitifully_adverb	xayanIya_DaMga_se/kAruNika_DaMga_se/xayanIya_DaMga_se
pitiless_adjective	nirxaya/krUra/nirxaya
pitilessly_adverb	nirxayawApUrvaka
pitilessness_noun	nirxayawA/krUrawA
pitta_noun	nOraMga
pittance_noun	ginA-cunA_pEsA/alpavqwwi/alpAMSa
pitter-patter_adverb	XadZaXadZAwe_hue
pitter-patter_noun	tIpa-tIpa
pitting_noun	asamawalawA
pituitary_noun	pIyURa-graMWi/SleRmIya
pity_noun	xayA/warsa/sneha/lajjA/karUNA/hamaxarxI/xayA/KExa_kA_viRaya
pity_verb	xayA_raKanA/warsa_AnA
pitying_adjective	warasapUrNa
pityingly_adverb	xayA_ke_sAWa
pivot_noun	XurI/keMxrabiMxu/kenxra_binxu/mahawvapUrNa_vyakwi
pivotal_adjective	praXAna/nirNAyaka/praXAna
pixel_noun	piksala/kampyUtara_para_prakata_hone_vAle_Sabxabinxu
pixie_noun	parI/apsarA/eka_CotI_parI
pixilated_adjective	SarArawapUrNa/nataKata/naSe_meM_Xuwwa
pizza_noun	pIwjZA/pijjA/pijjA{itAliyana_KAxya_sAmagrI}
pizzeria_noun	pIwjZeriyA/pIwjZA_kI_xukAna/pijZjZA_ke_lie_viSeRa_BojanAlaya
pj's_noun	sone_ke_kapadZe
placard_noun	sUcanApawraka/iSwihAra/vijFApana
placard_verb	iSwihAra_xvArA_pracAra_karanA/iSwihAra_lagAnA
placate_verb	SAMwa_karanA/manAnA/SAMwa_karanA
placating_adjective	SAMwa_karane_vAlA
placative_adjective	SAMwa_karane_vAlA
placatory_adjective	SAMwa_karane_vAlA/manA_sakane_vAlA
place_noun	xarjZA/sWiwi/sWAna/sIta/paxa/naMbara/nagara/makAna/kRewra/kAryaBAra/kArya/jLmmexArI/jagAha/jagaha/ilAkZA/Gara/BUmi/BUBAga/avasara/aMSa
place_verb	raKanA
place_verb	yAxa_karanA/xenA/viSvAsa_karanA/raKanA/pESa_karanA/niyukwa_karanA/niSicawa_karanA/lagAnA/karanA/GoRaNA_karanA/BarosA_karanA/bala_xenA/raKa_xenA/pahacAnanA/jArI_raKanA/nOkarI_xenA
place-mat_noun	mejZa_kI_catAI
place-mat_noun	mejZapoSa
place-name_noun	kisI_jagaha_kA_nAma
place-name_noun	sWAnIya_nAma
place-setting_noun	Bojana_sAmagrI
place-setting_noun	Bojana_sAmagrI_seta
placeable_adjective	AsAnI_se_pahacAne_jAne_yogya
placebo_noun	mqwaka_ke_liye_prArWanA/kUta-BeRaja/prayogika_ORaXa
placed_adjective	sWiwa/sWAna-prApwa/pAyA_huA
placement_noun	vyavasWA/sWApana/niyojana
placenta_noun	nAla/jarAyunAla/garBanAla/KedI
placental_adjective	jarAyuvI/garBanAlIya/aparA_saMbaMXI
placental_noun	garBanAlayukwa_swanapAyI
placid_adjective	SAMwa/sOmya
placidity_noun	SAMwi/SAMwaciwwawA
placidly_adverb	SAMwipUrvaka/SAMwa_DaMga_se
placidness_noun	SAMwi
placing_noun	sWAna
plagiarisation_noun	sAhiwyika_corI
plagiariser_noun	cora-leKaka
plagiarism_noun	sAhiwyika_corI
plagiarist_noun	cora-leKaka
plagiarization_noun	sAhiwyika_corI
plagiarize_verb	sAhiwyika_corI_karanA
plagiarizer_noun	cora-leKaka
plague_noun	xala/wAUna/plega/mahAmArI/JuMda/APZawa
plague_verb	wraswa_karanA/vinASa_karanA/pareSAna_karanA
plaice_noun	capatI_maCalI/eka_prakAra_kI_samuxra_maCalI
plaid_noun	pattU/cAraKAnexAra_kapadZA/pattU
plain_adjective	suboXa_gamya/spaRta/sIXA-sAxA/sIXA/sAXAraNa/sAXA/sAxA/sAwvika/sarala/sAPZa/samawala/sahaja/pUrNa/kurUpa/BolA-BAlA/binA_masAle_kA/bilkula/be-sajAvata/asuxaMra
plain_adverb	vykwa_wOra_se/spaRtawaH/sapRta_wOra_se/sapRta_rUpa_se/sPaRtawayA
plain_noun	svIca/samaBUmi/mExAnaa/mExAna/samawala_BUmI
plain-chocolate_noun	sAXAraNa_cokaleta
plain-clothes_adjective	sAXAraNa_kapadZe_meM
plain-flour_noun	sAXAraNa_AtA
plain-song_noun	samasvara_saMgIwa
plainchant_noun	samasvara-saMgIw
plainly_adverb	spaRtawaH/sAxagI_se/sAPZa_wOra_para/sAPZa-sAPZa/spaRta_rUpa_se
plainness_noun	spaRtawA/sAxagI/kurUpawA/asuMxarawA/amiSriwawA
plainsong_noun	samasvara-saMgIw
plainspoken_adjective	muzhaPZata
plaintain_noun	kelA_jEsA_Pala
plaintiff_noun	aBiyokwA/muxxaI
plaintive_adjective	xuKa_BarA/viRAxapUrNa/xuHKapUrNa
plaintively_adverb	xuKI_ho_kara/xuKa_ke_sAWa/viRAxapUrNa_DaMga_se
plait_noun	cunnata/cotI/cunana
plait_verb	cotI_karanA
plan_noun	yojanA/vyavasWA/reKA-ciwra/plAna/nakZSA/yojanA/mApaciwra
plan_verb	yojanA_wEyAra_karanA/yojanA_banAnA/reKA-ciwra_banAnA/irAxA_honA
plane_adjective	sapAta/samawalIya/samawala/capata/bilkula_hamavAra
plane_noun	vimAna/swara/samawala/raMxA/plena/havAI-jahAjZa/wala/ranxA/canAra
plane_verb	yAtrA_karanA/udZAnA/sEra_karanA/samawala_banAnA/raMxA_PeranA/hamavAra_banAnA
planet_noun	graha
planetal_adjective	grahIya/BUmaNdalIya
planetarium_noun	wArAGara/kqwrima_naBamaNdala
planetary_adjective	viSvavyApI/sArvaBOmika/pArWiva/grahIya/BUmaNdalIya/asWira/graha_saMbanXI
plangency_noun	gUzja
plangent_adjective	viRAxapUrNa/kolAhalapUrNa/guMjanaSIla
plank_noun	waKwA/muxxA/waKwA/GoRaNA_pawra
plank_verb	patakanA
planking_noun	waKwe/waKwAbaMxI/patare_kA_PZarSa/patare/patarAbaMxI/waKwA
plankton_noun	plavaka
planktonic_adjective	plavakIya
planned_adjective	niyojiwa
planning_noun	yojanA/nagara-yojanA/Ayojana
plant_noun	yaMwra/yaMtra/vanaspawi/TagI/saMyantra/saMyaMtra/pOXA/kAraKAnA/jAla/bUtA/saMyanwra
plant_verb	sWApiwa_karanA/ropiwa_karanA/ropanA/PElAnA/nIMva_dAlanA/lagAnA/kAZyama_karanA/karanA/jamAnA/haxayaMgama_karanA/gAdZanA/CodZanA/CipAnA/bonA/AbAxI_karanA/basAnA
plantation_noun	BUBAga/bAga/bagIcA
planter_noun	gamalA/buAI_yaMwra/bone_vAlA/bAgAna-mAlika/bAgZAna_mAlika
plaque_noun	PZalaka/plAka/Palaka/xAzwa_kI_mEla
plasma_noun	plAjZmA/plAvika
plaster_noun	plAstara/palaswara/xIvAra_para_lagAne_kA_masAlA
plaster_verb	palaswara_karanA/cipakAnA
plaster-cast_noun	tUtI_huI_haddI_ko_jodanevAlA
plaster-work_noun	sUKA_huA_palaswara
plasterboard_noun	plAstara_borda/BavananirmANa_ke_lie_upayogI_vaswu
plasterwork_noun	palaswara-kAma
plastic_adjective	sqjnaSIla/plAstika/narama/locaka/lacIlA/lacIla/DalanaSIla/AjFAkArI
plastic_noun	plAstika/plastica/lacIlA/plAstika
plastic-arts_noun	prawimA_yA_ciwra_banAne_kI_kalA
plastic-explosive_noun	plAstika_visPotaka_paxArWa
plastic-surgeon_noun	plAstika_sarjana
plastic-surgery_noun	plAstika_sarajarI
plasticine_noun	cikanI_mittI_jEsA_paxArWa
plasticity_noun	sunamyawA/suGatyawA
plastics_noun	plAstika-uxyoga/plAstika_nirmANa_vijFAna
plate_noun	yantraPalaka/xazwapattikA/waSwari/WAlI/walavA/vixyuwa_lepana/viswAra/samkAzca/PotogrAPI_kI_pleta/pleta/paxaka/Palaka/nAma_patta/muxrA/cAxara/sone_cAzxI_ke_barawana/caxxara/ciwra
plate_verb	pAnI_caDnA/mulammA_cadZnA/mulammA_lagAnA
plate-glass_noun	mote_caxxaravAlA_gilAsa
plate-rack_noun	plEta_raKane_kI_DAzcA
plate-rack_noun	waSwarI_KAnA
plateau_noun	sWirAMka/paTAra
plateau_verb	sWira_ho_jAnA
plateful_noun	pleta/pleta_Bara
platelayer_noun	patarIsAja/patarioM_kA_marammawa_karanevAlA
platelet_noun	biMbANu
platform_noun	UzcI_edZI_kA_sola/pletaPArma/maMca/GoRaNA_patra
plating_noun	parawa/mulammA/caxxara
platinum_noun	plEtinama/plEtinam
platitude_noun	sAmAnyokwi
platonic_adjective	niRkAma/aPZalAwUnI
platoon_noun	paltana/palatana
platter_noun	WAla/plEtara/parAwa/kaTOwa/kaTOwI
platypus_noun	plEtIpasa/bawwaka_jEsA_jZAnavara
plaudit_noun	sAXuvAxa/SAbASI/sAXuvAxa
plaudits_noun	sAXuvAxa/SAbASI
plausibility_noun	sawyABAsa
plausible_adjective	viSvasanIya_lagane_vAlA/saccA
plausibleness_noun	sawyABAsa
plausibly_adverb	viSvasanIya_DaMga_se
play_noun	warka/TiTolI/TatTA/ple/nAtaka/manoraMjana/majZAka/krIdEYoY/Kela/calane_Pirane_kI_svawantrawA/cAla/anwarAla/guMjAiSa/gawiviXi
play_verb	XUma_macnA/xiKAnA/xAzva_para_lagAnA/xAvapara_lagnA/wabAhI_macnA/vAxana_karanA/tumakaanA/svAzga_BaranA/praBAVa_dAlanA/praBAva_dAlanA/PElanA/PekanA/niveSa_karanA/niBnA/niBAnA/nakala_uwAranA/macalanA/lagnA/KilnA/KelanA/karanA/jAgruwa_karanA/haWiyAra_calnA/CApa_CodZanA/calnA/calanA/cAla_calnA/BUmikA_niBnA/BumikA_niBnA/BUmikA_niBAnA/BUmikA_axA_karanA/BumikA_axA_karanA/bajnA/bAjI_lagnA/bajAnA/bajanA/axA/anukaraNa_karanA/AcaraNa_karanA/aBinIwa_karanA/aBinaya_karanA
play-acting_noun	aBinaya
play-acting_noun	bahAnebAjZI
play-along_verb	Kelane_ke_lie_sahamawa_honA
play-at-with._being	verb/niruwsAha_se_karanA
play-back_noun	plebEka
play-back_verb	parxe_ke_pICe_se_gAnA
play-down_verb	kama_mahawwva_xenA
play-house_noun	nAtyaSAlA/Kelane_kA_Gara
play-mate_noun	saKA
play-off_noun	mukAbalA
play-off_noun	ple-oYPa
play-off-against_verb	apne_lABa_ke_lie_mukZAbalA_karavAnA
play-on_verb	Kelawe_rahanA
play-pen_noun	KatolA{cAroM_ora_se_banxa}
play-pen_noun	Kela_bAdZA
play-room_noun	Kelane_kA_kamarA
play-room_noun	bacoM_ke_Kelane_kA_kamarA
play-up_verb	sawAnA
play-with_verb	socanA
playback_noun	prawiSravaNa
playboy_noun	rasika
played-out_adjective	purAnA
player_noun	vAxaka/KilAdZI/aBinewA/KilAdI/vAxaka
playful_adjective	majZAkiyA/Ananxiwa/vinoxaSIla
playfully_adverb	majZAkiyA_DaMga_se/prasannawA_se
playfulness_noun	vinoxapriyawA/masaKarApana/Ananxa
playground_noun	Kela_kA_mExAnaa/Kela_kA_mExAna/Kelane_kA_mExAna
playgroup_noun	bAla_nAtakakAroM_kA_samUha
playhouse_noun	raMgaSAlA/KilOnA-Gara
playing_noun	vAxana
playing-card_noun	wASa
playing-field_noun	Kela_kA_mExAna
playlet_noun	nAtikA
playmate_noun	bAlamitra
playschool_noun	bAla_nAtakakAroM_kA_samUha
plaything_noun	KilOnA
playtime_noun	Kela_kA_samaya/virAma_samaya
playwright_noun	nAtakakAra
plaza_noun	vikraya-keMxra/cOka
plea_noun	saPZAI/anunaya/nivexana/warka
plead_verb	vakAlawa_karanA/sapZAI_peSa_karanA/samarWana_meM_bolanA/bahAnA_banAnA/anunaya_karanA/yAcanA_karanA
pleader_noun	vakIla/aXivakwA
pleadingly_adverb	prArWanA_karawe_hue/nivexiwa_rUpa_se
pleasant_adjective	suKaxa/suKakara/majZexAra/luBAvanA/hazsamuKa/manohara
pleasant-tasting_adjective	svAxiRta
pleasantly_adverb	suKaxa_rUpa_se/prafullawApUrvaka/suKa_pUrvaka
pleasantness_noun	suKaxawA
pleasantry_noun	hazsI-majZAka/xillagI
please_POLITE	kqpayA
please_interjection	kqpayA
please_verb	prasanna_karanA/kuSa_karanA/cAh_karanA/cAhanA/Anazxiwa_karanA
pleased_adjective	prasanna/praPulla/pramuxiwa/KuSa
pleasing_adjective	suKaxAyI/suKaxa/ramaNIya/manohara
pleasingly_adverb	suKaxa_rUpa_se
pleasurable_adjective	suKaxAyaka/suKaxa/AnanxaxAyaka
pleasurably_adverb	AnanxapUrvaka
pleasure_noun	sUKa/suKa/prasannawA/majA/KuSI/harRa/Amoxa_pramoxa/Amoxa/Ananxa
pleasure-boat_noun	CotA_nAva
pleat_noun	cunnata/cunana
pleat_verb	cunnat_dAlanA
pleated_adjective	cunnataxAra
plebeian_adjective	sAXAraNa/asaMskqwa
plebian_adjective	nimnavargIya
plebiscite_noun	janamawa
plebs_noun	janasAXAraNa
pledge_noun	vAxA/vacana/banXaka/prawijFA
pledge_verb	vAxA_karanA/prawijFA_karanA/prawijFA/giravI_raKanA/prawijFA_kara[ho]
plenary_adjective	pUrNa/paripUrNa
plenipotentiary_adjective	pUrNAXikArayukwa
plenipotentiary_noun	xUwa
plenteous_adjective	bahuwerA
plenteously_adverb	pracurawApUrvak
plentiful_adjective	pracura/bahuwerA
plentifully_adverb	pracurawApUrvak/bahuwa_jyAxA
plenty_adjective	bahuwa/aneka
plenty_adverb	bahuwa/aXika_mAwrA_meM
plenty_noun	prAcurya/paryApwa
plenty_pronoun	paryApwa
pleonastic_adjective	punarukwAwmaka
plethora_noun	pracurawA/bahulawA/AXikya
pleurisy_noun	PupPusAvaraNa_SoXa
plexus_noun	waMwujAla/snAyujAla/jAlaka
pliability_noun	anukUlanaSIlawA
pliable_adjective	xabbU/lacIlA/AsAnI_se_vaSa_meM_Ane_vAlA/Anamya
pliancy_noun	lacilApana/anukUlanaSIlawA
pliant_adjective	xabbU/lacIlA/AsAnI_se_vaSa_meM_Ane_vAlA
pliantly_adverb	lacIlepana_se
pliantness_noun	lacilApana/anukUlanaSIlawA
plicate_verb	cunnat_dAlanA
pliers_noun	cimatI/cimatA
plight_noun	xurxaSA/prawijFA/gaMBIra_sWiwi
plight_verb	prawijFA_karanA
plimsoll_noun	kiramica_kA_jUwA
plinth_noun	swaMBa/swamBa_kI_nIce_kI_cOMkI
plod_verb	pEra_GasIta_kara_calanA/pariSrama_se_calanA
plodder_noun	kolhU_kA_bEla/pariSrama_se_karanevAlA
plodding_adjective	pEra_GasIta_kara_calawA_huA/pariSramI
plonk_noun	Xama/saswI_SarAba
plonk_verb	Xama_se_bETanA/patakanA
plop_noun	CapAka
plop_verb	CapAka_kI_Xvani_karanA
plosive_adjective	sparSa_XvanyAwmaka{Xvani_vijFAna}
plosive_noun	sparSa_Xvani{Xvani_vijFAna}
plot_noun	RadyaMwra/kaWAvaswu/BUKaMda/BUBAga/kaWAnaka/kucakra
plot_verb	RadyaMwra_racanA/nakSA_wEyAra_karanA/kaWAnaka_liKanA/rUpa_reKA_banAnA/RadyaMwra_racanA
plotter_noun	RadyaMwrakArI
plough_noun	hala/hala/sapwarRimaNdala
plough_verb	Kewa_jowanA/jowanA
plough-share_noun	hala_kI_XAra
ploughland_noun	Kewa
ploughman_noun	halavAhA
ploughman's-lunch_noun	maxyaSAlA_meM_pAyejAnevAlA_Bojana
ploughshare_noun	hala_kA_Pala
plover_noun	batAna/titiharI
plow_noun	hala
plow_verb	Kewa_jowanA
plowland_noun	Kewa
plowshare_noun	hala_kA_Pala
ploy_noun	cAla/vyUha
ployurethan_noun	polIyUraWena
pluck_noun	sAhasaa/sAhasa
pluck_verb	wodZanA/nocanA/KIMcanA/bacAnA/wodanA/ocanA
plucky_adjective	sAhasI/bahAxura/vIra
