#TODO ::	Hindi meaning spellings need to be checked
#Giving category as 'UNKNOWN' for the words whose category is not known
#######################################################################
#Eng-wrd_Category	IIT-Bombay/Shabdanjali meaning
########################################################################
A_noun	e
constancy_noun	vaPZAxArI/sWirawA/niyamiwawA
constant_adjective	sWira/sWAyI/niranwara/lagAwAra/anavarawa
constantly_adverb	saxA/lagAwAra
constellation_noun	rAS/jyowi_puMja
consternation_noun	vyAkulawA
constipated_adjective	kabjZa_se_pIdZiwa
constipation_noun	kabjZa/kabja
constituency_noun	mawaxAwA_varga/mawaxAna_kRetra
constituent_adjective	saMGataka
constituent_noun	nirvAcaka/aMga
constitute_verb	saMgaTiwa_karanA/nirmANa_karanA/honA/gaTiwa_karanA/banA_lenA/banA_honA
constitution_noun	SArIrika_gaTana/saMviXAna/gaTana/banAvata
constitutional_adjective	SarIra-racanA_saMbaMXI/sAMviXAnika
constitutional_noun	svAsWya_ke_lie_sEra
constitutionalism_noun	saMviXAnavAxa
constitutionally_adverb	samvEXAnika_rUpa_se
constrain_verb	bAXiwa_karanA
constrained_adjective	majabUra
constraint_noun	xabAva/prawibanXI/prawibaMXa/kqwrimawA/asahajawA
constrict_verb	xabA_xenA/saMkuciwa_karanA/saMkuciwa_honA
constricted_adjective	saMkIrNa
constriction_noun	saMkIrNana
construct_verb	racanA/KIMcanA/banAnA
construction_noun	vAkya-racanA/saMracanA/nirmANa-kArya/nirmANa/aBiprAya
constructive_adjective	racanAwmaka
constructor_noun	nirmAwA
construe_verb	arWa_lagAnA
consul_noun	xaMdAXikArI/vANijya-xUwa
consular_adjective	vANijyaxUwIya
consulate_noun	PraMsa_meM_kAMgala_SAsana_kA_yuga/kAuMsalAvAsa
consult_verb	vicAra_vimarSa_karanA/rAya_lenA/maSavirA_karanA
consultancy_noun	salAhakArI_saMsWA
consultant_noun	salAhakAra/parAmarSa-cikiwsaka/cikiwsaka
consultation_noun	vicAra-vimarSa_saBA/parAmarSa
consultative_adjective	salAhakAra
consume_verb	pI_jAnA/KAnA/jalAnA/barbAxa_karanA/Bara_uTanA
consumer_noun	upaBokwA
consumerism_noun	upaBokwAvAxa
consumerist_adjective	upaBokwAvAxI
consuming_adjective	pUrI_waraha_hAvI_hone_valA
consummate_adjective	parama/pakkA/nirA
consummation_noun	samApana
consumption_noun	wapexika/upaBoga_kI_vaswu/PupPusIya_yakRamA/Kapawa
consumptive_adjective	kRayakArI
consumptive_noun	kRayarogI
contact_noun	samparka/sambanXa/roga_PElAnevAlA_vyakwi
contact_verb	samparka_karanA
contagion_noun	saMkrAmaka_roga/CUwa
contagious_adjective	saMsargaja/saMkrAmaka
contagiously_adverb	saMkrAmaka_rUpa_se
contagiousness_noun	saMkrAmakawA
contain_verb	sammiliwa_karanA/rokanA/pUrNawayA_viBAjya_honA/niyaMtraNa_raKanA/lenA/honA/GeranA
container_noun	pAwra/AXAna
containment_noun	niyaMwraNa
contaminant_noun	xURaNakArI_wawva
contaminate_verb	xURiwa_karanA
contaminated_adjective	saMxURiwa
contamination_noun	xURaNa
contemplate_noun	XyAna_se_xeKanA/XyAna_karanA/vicAra_karanA/socanA
contemplate_verb	XyAna_karanA
contemplation_noun	XyAnaprArWanA/XyAna/ciMwana
contemplative_adjective	XyAnaSIla/XyAnaparAyaNa/vicAramagna
contemporaneous_adjective	samakAlIna
contemporaneously_adverb	usI_samaya
contemporary_adjective	samasAmayika/samakAlIna/AXunika
contempt_adjective	ninxanIya
contempt_noun	upekRA
contemptible_adjective	GqNiwa
contemptuous_adjective	wiraskArapUrNa
contemptuously_adverb	wiraskArapUrvaka
contend_verb	xAve_ke_sAWa_kahanA/saMGarRa_karanA/hodZa_lagAnA
contender_noun	prawiyogI
content_adjective	sanwuRta/icCuka
content_noun	viRaya_sUcI/pariwqpwi/mAtrA
content_verb	sanwuRta_karanA
contented_adjective	saMwuRta
contentedly_adverb	saMwuRtipUrvaka
contention_noun	xAvA/vivAxa/prawixvaMxviwA/prawisparXA
contentious_adjective	vivAXAspaxa/vivAxapUrNa/JagadZAlU
contentiousness_noun	kalahapriyawA/JagadZAlUpana
contentment_noun	saMwuRti
contents_adjective	anxara_raKI_hui
contents_noun	viRaya_vaswu/viRaya-sUcI/viRaya/vaswu/sAra/paxArWa/mAtrA/jagaha
conterminous_adjective	nikatasWa/lagA_huA
contest_noun	prawiyogiwA/hodZa
contest_verb	cunAva_ladZanA/bahasa_karanA
contestant_noun	prawiyogI
context_noun	sanxarBa/parisWiwi
contextual_adjective	prAsaMgika
contextually_adverb	prasaMga_ke_AXAra_para
contiguity_noun	nikatawA
contiguous_adjective	satA_huA/lagA_huA
continence_noun	saMyama/iMxriyanigraha
continent_adjective	saMyamI/jiweMxriya
continent_noun	mahAxvIpa
continental_adjective	yUropIya/mahAxvIpIya
contingency_noun	saMBAvanA
contingent_adjective	nirBara
contingent_noun	xala/tukadZI
continual_adjective	bAra_bAra_hone_vAlA
continually_adverb	lagAwAra
continuance_noun	niraMwarawA
continuation_noun	viswAra/uwwara_kaWA/silasilA/niraMwarawA/jArI_rahanA
continue_verb	sWagiwa_karanA/SurUvAwa_karanA/SurU_karanA/SurU_honA/raKanA/kZAyama_raKanA/kZAyama_rahanA/jArI_raKanA/jArI_rahanA/jArI_honA/honA/calawA_rahanA/bane_rahanA/Age_baDZanA
continued_adjective	niraMwara
continuing_adjective	niraMwara
continuity_noun	xqSyAvalI/pUraka/niranwarawA/avicCinnawA
continuous_adjective	sawawa/lagAwAra
continuously_adverb	lagAwAra
continuum_noun	sAwawya
contort_verb	vikqwa_karanA/vikqwa_honA/rUpa_bigAdZanA
contorted_adjective	wudZA-mudZA/vikqwa/kuMciwa
contortion_noun	EMTana/bala
contour_noun	samocca_reKAA/bAhya_reKAA
contour_verb	samocca_reKA_KIMcanA
contoured_adjective	rUpareKA_vAlA
contrabandist_noun	waskara
contraception_noun	garBaniroXa
contraceptive_adjective	garBanirOxaka
contraceptive_noun	garBaniroXaka
contract_adjective	Teke_kA
contract_noun	vAgxAna/TekA/svIkqwa_hAwa/saMvixA/sagAI/kAntrekta/ikZarAranAmA/ikZarAra/aMwima_bolI
contract_verb	xoswI_karanA/waya_karanA/TekA_lenA/TaharAnA/sikudZanA/sikodZanA/saMkuciwa_karanA/saMkuciwa_honA/saMkRipwa_karanA/samaJOwA_karanA/prApwa_karanA/OpacArika_samaJOwA_karanA/mudZakAnA/lenA/lagA_lenA/kZarAra_karanA/karAra_karanA/karAraanA/karanA/ikZarAranAmA_liKanA/ikZarAranAmA_karanA/ikZarAra_karanA/honA/dAlanA/bazXanA
contraction_noun	sikudZana/saMkucana/saMkRepaNa
contractor_noun	TekexAra/TekaxAra
contractual_adjective	saMvixAwmaka
contractually_adverb	saMvixA_ke_wahawa
contradict_verb	viparIwa_honA/KaMdana_karanA
contradiction_noun	viroXABAsa/prawivAxa
contradictory_adjective	paraspara-viroXI
contraption_noun	yaMwra/maSIna
contrariwise_adverb	viparIwa_krama_se/vilomawaH
contrary_adjective	viparIwa/ulatA/prawikUla/jZixxI
contrast_noun	wulanA/vERamya
contrast_verb	Parka_xiKAnA/paraspara_wulanA_karanA/Amane-sAmane_lAnA
contravene_verb	ullaMGana_karanA
contravention_noun	ullaMGana
contribute_verb	yogaxAna_xenA/sahayoga_karanA/maxaxa_karanA/leKa_Axi_xenA/hissA_lenA/canxA_xenA
contributing_adjective	sahAyaka
contribution_adverb	leKa_Axi
contribution_noun	yogaxAna/sahAyawA
contributive_adjective	sahAyaka
contributor_noun	yogaxAwA/sahayogI/aMSaxAwA
contributory_adjective	sahAyaka/aMSaxAyI
contrite_adjective	paScAwwApI
contritely_adverb	paScAwwApapUrvaka/KexapUrvaka
contrivance_noun	maSIna
contrive_verb	upAya_nikAlanA/koSiSa_karanA/banAnA
contrived_adjective	avAswavika
control_noun	SAsana/roka-WAma/niyaMwraNa/niyaMtraNa/niyaMtraka/nirbaMXa/nipuNawA/kZAbU/kuSalawA
control_verb	sulaJAnA/SAsana_karanA/saMcAlana_karanA/roka_laganA/PZAyaxA_uTAnA/prawibaMXa_laganA/para_niyaMtraNa_raKanA/niyaMwriwa_karanA/niyaMtraNa_raKanA/niyaMtraNa_meM_raKanA/niyaMtraNa_karanA/kZAbU_meM_raKanA/kZAbU_meM_rahanA/KEYAbU_meM_raKanA/jAzca_karanA
controllable_adjective	niyaMwraNIya
controlled_adjective	sImiwa/saMyawa/niyaMwriwa
controller_noun	saMcAlaka/niyaMwraka/niyaMwA/leKA-niyaMwA
controversial_adjective	vivAxAspaxa
controversy_noun	vivAxa
controvert_verb	KaMdana_karanA
contumaciously_adverb	vixrohAwmaka_DaMga_se
contumeliously_adverb	avajFApUrvaka
conundrum_noun	samasyA/pahelI
conurbation_noun	upanagarIya_viswAra
convalesce_verb	svAsWya_lABa_karanA
convalescence_noun	svAsWya-lABa
convalescent_adjective	svAsWyalABa_se_saMbaMXiwa
convalescent_noun	svAsWya_lABa_karane_vAlA
convection_noun	saMvahana
convector_noun	saMvahana_wApaka
convene_verb	milanA/Ayojiwa_karanA
convener_noun	vyApAra-saMGa_saMyojaka/saMyojaka
convenience_noun	suviXA/suKa_suviXA_kI_vaswuez/suKa_suviXA_kI_vaswu/SOcAlaya/sahUliyawa/maSIna
convenient_adjective	upayukwa/uciwa/suviXAjanaka/suviXajanaka/sarala/AsAna
conveniently_adverb	suviXAjanaka_DaMga_se/AsAnI_se
convent_noun	kanveMta_skUla/BikRuNI_maTa
convention_noun	sammelana/samaJOwA/karAra/calana
conventional_adjective	pAramparika/paramparAgawa/paramANu_rahiwa
conventionally_adverb	paraMparAgawa_DaMga_se
converge_verb	samABirUpa_honA/aBisariwa_honA/aBimuKa_honA
convergence_noun	samABirUpawA/aBisaraNa
convergent_adjective	aBisArI
conversant_adjective	supariciwa
conversation_noun	vArawAlApa/nAjAyajZa_wAllukAwa/bAwacIwa
conversational_adjective	saMvAxociwa/saMvAxa-viRayaka
conversationalist_noun	saMvAxapatu
conversely_adverb	isake_viparIwa
conversion_noun	Xarma_parivarwana/parivarwana
convert_noun	mawa_baxalane_vAlA_vyakwi
convert_verb	Xarma_baxalanA/rAjI_karanA/parivarwiwa_karanA/parivarwiwa_honA/gola_karake_eka_prayawna_ko_pUrA_karanA/baxalanA
convertibility_noun	parivarwanaSIlawA
convertible_adjective	parivarwanIya
convertible_noun	kanvartibala_kAra
convex_adjective	uwwala
convexity_noun	uwwalawA/uwwala_AkAra
convey_verb	prakata_karanA/pahuzcAnA/le_jAnA/haswAnwaraNa_karanA
conveyance_noun	vAhana/parivahana/haswAnwaraNa_pawra
conveyancer_noun	aBihaswAMwaraka
conveyancing_noun	aBihaswAMwaraNa
conveyer_noun	vAhaka_pattA
conveyor_noun	vAhaka_pattA
convict_noun	aparAXI
convict_verb	xoRI_sixXa_karanA
conviction_noun	xqDZa_viSvAsa/xqDa_viSvAsa/xoRI_TaharAyA_jAnAA/xoRasixXi/pUrNa_viSvAsa/aparAXa_sixXi
convince_verb	viSvAsa_xilAnA/rAjI_karanA
convinced_adjective	kAyala
convincing_adjective	yukwiyukwa/yaWArWapUrNa/viSvAsowpAxaka/viSvasanIya/sajIva
convivial_adjective	KuSanumA
conviviality_noun	maswI
convocation_noun	xIkRAMwa_samAroha/samAhvAna/saBA
convoluted_adjective	pecIxA/GumAvaxAra
convolution_noun	peca/GumAva
convoy_noun	rakRaka_xala
convulsion_noun	KalabalI/EMTana
convulsive_adjective	JatakeXara
coo_verb	XImI_AvAja_meM_kahanA/gutaragUz-gutaragUz_karanA
cooccurring_adjective	sahavarwI
cook_noun	rasoiyA/bAbarcI
cook_verb	ubAlanA/pakAnA/heraPera_karanA/golamAla_karanA/Bojana_banAnA/banAnA
cook-chill_adjective	XImI_Azca_kA
cooker_noun	kukara
cookery_noun	pAka_kriyA/pAka_kalA
cookie_noun	vyakwi/biskuta
cooking_adjective	pakAne_yogya
cooking_noun	pAkaviXi/KAnA
cool_adjective	uwsAhahIna/TaMdI/TaMdA/TaMda/suswa/suMxara/SIwala/SAMwa/nIrasa/kRINa/acCA
cool_adverb	SAMwipUrvaka
cool_noun	XErya/TaMdI_jagaha/TaMdI_havA/TaMde_samaya/TaMdaka/SAMwa_vyakwi
cool_verb	TaMdA_karanA/TaMdA_honA/SAMwa_honA/biTAye_raKanA
cooler_noun	ugra_kExiyoM_kI_kAla-koTarI/SIwala_peya/SIwalaka
coolie_noun	kulI
coolly_adverb	uxAsInawApUrvaka
coolness_noun	XErya/SIwakawA/rUKApana
coon_noun	kUna_kI_KAla/kUna/habSI
coop_noun	piMjarA
cooperate_verb	sahayoga_xenA/sahayoga_karanA/maxaxa_karanA
cooperation_noun	sahayoga
cooperative_adjective	sahayogI/sahayogaSIla/sahakArI
cooperative_noun	sahakArI_samiwi
cooperatively_adverb	sahayogapUrvaka
coordinate_noun	nirxeSAMka
coordinate_verb	samanviwa_karanA/samanvayIkaraNa_karanA
coordinates_noun	jodZIxAra_kapadZA
coordinating_noun	samanvayIkaraNa
coordination_noun	wAla-mela/samanvayIkaraNa/samanvayana
coordinator_noun	wAla-mela_bETAne_vAlA
cop_noun	pulisa_aXikArI
cop_verb	pakadZanA/laganA/giraPwAra_karanA/curAnA/BugawanA_padZanA
cop-out_noun	bahAnA
cope_noun	pAxariyoM_kA_labAxA
cope_verb	samhAlanA/pUrAanA/mukZAbalA_karanA
copier_noun	PZotokapI_karane_kI_maSINa
copilot_noun	sahayogI_vimAna_cAlaka
coping_noun	muMdera
copious_adjective	pracura
copiously_adverb	pracurawApUrvaka/aXikawA_se
copiousness_noun	pracurawA/bahulawA
copper_adjective	wAmra/wAMbe_kA/nakZalI
copper_noun	wiwalI/wAMra/wAmra/wAMbA/wAMabA/pulisamEna/pEsA/lAla-BUrA_raMga/ArakRaka
copper_verb	wAMbA_caDAnA
copper-bottomed_adjective	pakkA
coppery_adjective	wAmravarNa
coppice_noun	gulma
copse_noun	gulma
copulation_noun	saMBoga
copy_noun	prawilipi/prawi/nakZala/leKa/kApI/kapI/kAp/haswaleKa
copy_verb	ulleKa_karanA/prawi_wEyAra_karanA/prawilipi_wEyara_karanA/prawilipi_karanA/prawilipi_banAnA/nakZala_uwAranA/nakZala_karanA/kApI_karanA/anukaraNa_karanA
copyright_adjective	prawilipyaXikAra_xvArA_surakRiwa
copyright_noun	racanA-svawva
copyright_verb	racanA-svawva_surakRiwa_karanA
coquette_noun	apane_sOMxarya_se_puruRoM_ko_mohiwa_karane_vAlI
coral_noun	mUzgiyA_raMga/mUzgA
corbel_noun	Cawa-wikona
cord_noun	wanwu/rajju/kAdrAya/kAdeAya_kI_pawalUna/dorI
cordial_adjective	xoswAnA/SiRta/hArxika/awyaXika
cordial_noun	puRtikAraka_peya/kardiyala
cordiality_noun	sOhArxa
cordially_adverb	SiRtawaH/SiRtAcArapUrvaka/SAlInawaH/saByawaH/hArxika_rUpa_se/bASaUra/awyaXika
cordless_adjective	rajjuhIna
corduroy_noun	kardaraya
corduroys_noun	kArdaraya_kI_pEMTa
core_noun	saba_se_mahawvapUrNa_muxxA/saba_se_mahawvapUrNa_BAgA/keMxra-BAga/bIjakoRa/aMwarBAga
core_verb	bIjakoRa_nikAlanA
coriander_noun	XaniyA
cork_noun	karka/kAga/AkASanIma_kI_CAla
cork_verb	kAga_lagAnA
corked_adjective	KarAba
corking_adjective	baDZiyA
corkscrew_noun	kAgapeMca
corn_noun	xAnA/vhiskI/SarAba/makaI/kaNa/jaI/goKarU/gehUz/GatTA/bIja/anAja
corn_verb	xAnexAra_banAnA/xAnA_KilAnA/surakRiwa_raKanA/BigonA
corn-cob_noun	makaI_kI_bAlaa
corner_adjective	muKya/kone_kA/kArnara
corner_noun	xeSa/Xarma-saMkata/sImA/saMgaTana/prAMwa/parisWiwi/nukkadZa/kone-kone/koNa/konA/kArnara_kika/kArnara_hita/jagaha/gupwa_sWAna/ekAXikAra
corner_verb	PasAnA/para_ekAXikAra_karanA/mutTI_meM_karanA/modZa_xenA/modZa_lenA/kaTina_parisWiwiyoM_meM_PasanA/kaTina_parisWiwiyoM_meM_dAlanA/kaTina_parisWiwi_meM_dAlanA/Karixa_lenA/Gera_lenA
cornet_noun	wurahI
cornflakes_noun	karnaPleksa
cornflour_noun	makaI_kA_AtA/karnaPZlora
cornice_noun	kornisa
cornstarch_noun	makaI_kA_AtA/karnaPZlora
cornucopia_noun	prAcurya
corolla_noun	xalapuMja
corollary_noun	pariNAma
coronach_noun	Soka-gIwa
coronal_noun	puRpamAlA/puRpahAra
coronary_adjective	koronarI/karonarI
coronation_noun	rAjyABiReka
coroner_noun	apamqwyu-vicAraka
corporate_adjective	sAmUhika/saMgaTiwa/nigama_se_sambanXiwa
corporation_noun	saMsWA/nikAya/nigama
corps_noun	xala/POjI_xaswA/kora
corpse_noun	lASa
corpulence_noun	motApA
corpulent_adjective	gola-matola
corpus_noun	saMgraha
corrade_verb	GisanA/Gisa_jAnA
corrasion_noun	apaGarRaNa
correct_adjective	SuxXa/sahI
correct_verb	xaMda_xenA/TIka_karanA/suXAranA/suXaranA/suXAra_karanA/SikRA_xenA/sahI_karanA
correction_noun	saMSoXana/sajA/jAzcanA
correctitude_noun	Ociwyaa/maryAxAa
corrective_adjective	saMSoXanAwmaka
corrective_noun	saMSoXanAwmaka_tippaNI
correctly_adverb	sahI_DaMga_se
correctness_noun	sawyawA
correlate_noun	sahasaMbaMXI_vaswu
correlate_verb	sahasaMbaMXiwa_honA/paraspara_saMbaMXiwa_karanA
correlation_noun	sahasaMbaMXa
correspond_verb	samAna_honA/pawravyahavahAra_karanA/mela_KAnA/ekamawa_honA
correspondence_noun	samAnawA/liKA_paDI/citTI_patrII
correspondent_noun	saMvAxaxAwA/liKanevAlA
corresponding_adjective	samarUpI
correspondingly_adverb	pariNAmasvarUpa
corridor_noun	sImAMwa_galiyArA/galiyArA
corroborative_adjective	pramANiwa_karane_vAlA
corroboratory_adjective	pramANiwa_karane_vAlA
corrode_verb	saMkRAriwa_karanA/saMkRAriwa_honA
corrosion_noun	saMkRAraNa
corrosive_adjective	saMkRAraka/kRayakArI
corrugated_adjective	laharaxAra
corrupt_adjective	vikqwa/karapta/BraRta
corrupt_verb	karapta_kara_xenA/BraRta_kara_xenA/BraRta_karanA
corruptible_adjective	BraRtaNIya
corruption_noun	BraRtAcAr
corruptly_adverb	BraRta_warIke_se_
cortege_noun	parijana
coruscant_adjective	camakawA_huA
cos_conjunction	kyoMki
cos_noun	kojyA/kasa
cosh_noun	soMtA
cosiness_noun	ArAma
cosmas_noun	brahmAMda
cosmetic_adjective	kasmetika/kAMwivarXaka
cosmetic_noun	prasAXana_sAmagrI
cosmetically_adverb	prasAXana_ke_wOra_para
cosmic_adjective	brahmANdIya/bqhaw
cosmological_adjective	brhmANda_vijFAna_saMbaMXI/brahmANdowpawwi_saMbaMXI
cosmologist_noun	brahmANda_vijFAnI
cosmology_noun	brahmANda_vijFAna
cosmonaut_noun	aMwarikRa_yAwrI
cosmopolitan_adjective	sarvavyApI
cosmos_noun	brahmANda
cost_noun	xAma/mUlya/lAgawa/kZImawa/KZarca/axAlAwI_KZarca
cost_verb	xAma_AMkanA/waka_purA_honA/padZanA/niSciwa_karanA/mUlya_AMkanA/majUrI_TaharAnA/majaxUrI_TaharAnA/mahazgA_padZanA/kZImaw_honA/kZImawa_meM_padZanA/kZImawa_kI_honA/kZImawa_cukAnI_padZanA/KZarca_honA/kImawa_honA/kA_honA/jarUrawa_honA/jAna_lenA
cost-benefit_noun	mUlya-lABa
cost-cutting_noun	mUlya-katOwI
cost-effective_adjective	PZAyaxemanxa
cost-effectiveness_noun	PAyaxA
costing_noun	lAgawa
costly_adjective	maMhagA/mahazgA/kadZe_saMGarRa_se_prApwa/BArI
costs_noun	mukaxame_kI_PZIsa
costume_noun	poSAka/kastayUma
costumed_adjective	kastyUma_pahanA_huA
cosy_adjective	ArAmaxeha
cosy_noun	cAyaxAnI_kI_topI
cot_noun	pAlanA
cot-death_noun	bacce_kI_Akasmika_mqwyu
cottage_noun	JopadZI
cottager_noun	kutiyA_meM_rahane_vAlA
cotton_adjective	sUwI
cotton_noun	XAgA/sUwI_kapadZA/rUI/kapAsa
cottontail_noun	KarahA/jaMgalI_KaragoSa
cotyloid_adjective	pyAle_ke_AkAra_kA/caRakAkAra
cotyloidal_adjective	pyAle_ke_AkAra_kA/caRakAkAra
cougar_noun	weMxuA
cough_noun	KAzsI/kaPZa/AvAja
cough_verb	XvanI_nikAlanA/xenA/KAzsanA/KAzsakara_nikAlanA/KAzsakara_kahanA/kaPZa_nikAlanA/kaha_xenA/kaha_dAlanA
could_verb	sakanA
council_adjective	sarakArI/pariRaxa_kA
council_noun	samiwi/saBA/pariRaxa/pariRax
council-chamber_noun	pariRax_saxana
councillor_noun	pArRax
councilor_noun	pArRaxa
counsel_noun	vakIla/salAha
counsel_verb	suJAva_xenA/salAha_xenA/rAya_xenA
counselling_noun	salAha
counsellor_noun	vakIlYa/parAmarSaxAwA/grIRma-Sivira_saMcAlaka
counselor_noun	vakIlYa/vakIla/paxAmarSaxAwA/parAmarSaxAwA/grIRma-Sivira_saMcAlaka
counselor-at-law_noun	aXivakwA
count_noun	xasa_sekeMda_kA_samaya/saMKyA/pUrNa_ginawII/nObala_mEna_kI_upAXi/kAuMta/ginawI/gaNanA/aparAXa/aBiyoga-patra_kA_Sulka
count_verb	socanA/sammiliwa_karanA/KZyAla_karanA/ginawI_karanA/ginanA/gaNanA_karanA/apekRA_karanA
countdown_noun	ultI_ginawI
counter_adverb	viparIwa
counter_noun	viroXa/prawyuwwara/kAuntara/javAbI_hamalA/gaNaka/cakra
counter_verb	viroXa_karanA/prawyuwwara_xanA
counter-attack_noun	javAbI_hamalA
counter-attack_verb	javAbI_hamalA_karanA
counter-claim_noun	javAbI_xAvA
counter-clockwise_adverb	ultI_xiSA_meM
counter-espionage_noun	prawi_gupwacaryA
counter-insurgency_noun	javAbI_kArravAI
counter-intelligence_noun	prawi_gupwa_yojanA
counter-productive_adjective	prawikUla
counter-revolution_noun	prawikrAMwi
counter-revolutionary_adjective	prawikrAMwikArI
counter-revolutionary_noun	prawikrAMwikArI
counterbalance_noun	prawisaMwulana
counterbalance_verb	prawisaMwuliwa_karanA
counterchange_verb	baxala_xenA
countercurrent_noun	aSAMwa_jala-kRewra
counterfeit_adjective	jAlI
counterfeit_verb	jAlI_banAnA
counterfeiter_noun	jAlasAjZa
counterfoil_noun	prawiparNa
counterinsurgency_noun	praSamana
countermand_verb	raxxa_karanA
counterpart_noun	prawisWAnI
counterpoint_noun	viRamawA/surasaMgawi/surasaMgawa_Xuna/pUraka
counterpoint_verb	viRamawA_xiKAnA
counterpunch_noun	javAbI_hamalA
countersign_noun	saMkewa_Sabxa/prawihaswAkRara
countersign_verb	prawihaswAkRara_karanA
countersignature_noun	prawihaswAkRara
counterterrorism_adjective	AwaMkavAxa-roXI
countervailing_adjective	barAbara_karane_vAlA
counterweight_noun	prawisaMwulana
countess_noun	kAuMtesa
countless_adjective	asaMKya
country_adjective	xeSI/loka/grAmINa
country_noun	xeSa/rARtra/loka-saMgIwa/loga/kRewra/janmaBUmi/gAzva/gazva
country-club_noun	grAmINa-klaba
country-wide_adjective	xeSavyApI
country-wide_adverb	xeSa_Bara_meM
countryman_noun	hamavawana/grAmINa
countryside_noun	xehAwa
county_adjective	aBijAwa_vargIya
county_noun	kAuMtI/jilA
coup_noun	aprawyASiwa_saPalawA/Akasmika_SAsana_pariwarwana
coupe_noun	kUpa/bagGI
couple_noun	xo/kuCa/jodZA
couple_verb	saMpUraka_honA/saMlagna_karanA/mEWUna_karanA/jodZanA
couplet_noun	xohA
coupling_noun	yugmaka
coupon_noun	kUpana
courage_noun	XErya/vIrawA/sAhasa/himmawa
courageous_adjective	sAhasI
courgette_noun	kUrjeta
course_adverb	avaSya
course_noun	xiSA/waha/swara/rAswA/pravAha/pragawi/paWa/pATya-krama/pAtya-krama/mExAna/mArga/krama/korsa/kArravAI/Bojana-krama/aXyayana
course_verb	SikAra_karanA/pICA_karanA/calanA/bahanA
course-work_noun	pATyakrama
court_noun	vakIla/rAjaxarabAra/nyAyAlaya/niwAsa-sWAna/namaskAra/mExAna/mArga/korta/bETaka/AMgana/ajAyabaGara
court_verb	XyAna_xenA/uTAnA/sAWa_rahanA/samarWana_mAzganA/riJAnA/prema_nivexana_karanA/prema_jawAnA/pExA_karanA/pAne_kA_prayawna_karanA/bulAnA/banane_kA_prayawna_karanA/bahalAnA/cAhanA
court-card_noun	wAsa_kA_citravAlA_pawwA
court-house_noun	praSAsakIya_Bavana/nyAyAlaya_Bavana
court-martial_noun	senA_nyAyAlaya
court-martial_verb	korta_mArSala_honA
courteous_adjective	SAlIna/Baxra/vinIwa
courteously_adverb	SiRtawApUrvaka
courtesan_noun	gaNikA
courtesy_noun	SAlInawA/kqpA/BaxrawA/vinaya
courtesy-light_noun	kartsI_lAita
courting_noun	praNaya_nivexana
courtly_adjective	susaBya/saBya
courtship_noun	praNaya_nivexana/vivAhArWa_milanA_julanA
courtyard_noun	Azgana
cousin_noun	cacerA_mamerA_mOserA_yA_PuPerA_BAI_yA_bahana
couture_noun	PZESanebala_kapadZoM_kA_nirmANa/PZESanebala_kapadZA
couturier_noun	PZESanebala_vaswra-nirmAwA
cove_noun	CotI_KAdZI
covenant_noun	anubaMXa/praNa/niyama_pawra
covenanted_adjective	anubaMXiwa
cover_noun	tukadZI/surakRA-rASi/surakRA/rakama/rahasya/pqRTa-BAga/liPZAPZA/jilxa/JAdZI/gilAPZa/Dakkana/cAxara/AvaraNa/ASraya/bacAva/SaraNa/puTTA/surakRA_rASI
cover_verb	waya_karanA/waka_PElanA/saMBoga_karanA/samAviRta_karanA/samAviRta_honA/samAveSa_karanA/rakRA_karanA/PEla_jAnA/PElA_huA_honA/liKanA/kavara_dAlanA/kAPI_honA/kAma_karanA/GeranA/DAkanA/DakanA/Daka_lenA/CupAnA/caDanA/bIme_se_surakRiwa_karanA/biKeranA/bETanA/baDAnA/baDanA/AcCAxiwa_karanA/DAzkanA/CipanA/paryApwa_honA/waya_karanA/xabA_xenA/nukasAna_BaranA/kisI_ke_sWAna_para_kArya_karanA
cover-up_noun	gupwa_raKane_kI_koSiSa
coverage_noun	viswqwa_sUcanA/rASi/kRewra/bImA_vyApwi/GatanA_Axi_kI_riporta
covered_adjective	Avqwa
coverlet_noun	cAxara
covert_adjective	pawyASriwA/gupwa/CipA_huA
covert_noun	GanA_kRewra/JAdZI
covertly_adverb	cupake_se
covet_verb	loBa_karanA
coveted_adjective	AkAMkRiwa
covetous_adjective	loBI/lAlacI/lAlaca
covetously_adverb	lAlaca_meM[ke_sAWa]
cow_noun	Xenu/Orawa/mAxA/gAya/baCadZA
cow_verb	XamakI_xenA/XamakAnA/niyaMtraNa_meM_lAnA/kAtanA/darAnA
cow-pat_noun	gAya_ke_gobara_kA_Dera/gobara_kA_Dera
coward_adjective	kAyara/darapoka/bujZaxIla/BIrU
coward_noun	kAyara
cowardice_noun	kAyarawA
cowardly_adjective	kAyara/kAwara/darapoka/BIrU/kAyarawApUrNa
cowardly_adverb	kAyarawA_se/bujZaxilI_se
cowboy_noun	yAxava/kAubaya/gvAlA/gvAla/GudZasavAra_caravAhA/GoRa/gopAla/gopa/ahIra/ABIra/aBIra/GudZasavAra_gopAla
cowed_adjective	aBiwraswa/darA_huA
cower_verb	xubaka_jAnA/JukanA_yA_pICe_hatanA
cowhand_noun	yAxava/gvAlA/gvAla/GoRa/gopAla/gopa/caravAhA/ahIra/ABIra/aBIra
cowherd_noun	yAxava/gvAlA/gvAla/GoRa/gopAla/gopa/caravAhA/ahIra/ABIra/aBIra
cowhide_noun	gAya_kI_camadZI
